Riser Length,"ET, Stretch","ET,Slack"
5092.774367,8988.12793,286.152832
5099.337183,8982.775391,279.3447266
5105.899999,8977.422852,272.5380859
5112.462814,8972.068359,265.7328491
5119.02563,8966.712891,258.9291077
5125.588445,8961.355469,252.12677
5132.151261,8955.996094,245.3258972
5138.714077,8950.635742,238.5264587
5145.276892,8945.272461,231.7284851
5151.839708,8939.907227,224.9319611
5158.402524,8934.540039,218.1368713
5164.965339,8929.169922,211.3432465
5171.528155,8923.797852,204.5510559
5178.09097,8918.422852,197.7603302
5184.653786,8913.044922,190.9710693
5191.216602,8907.663086,184.1832428
5197.779417,8902.27832,177.3968811
5204.342233,8896.890625,170.6119843
5210.905049,8891.499023,163.828537
5217.467864,8886.103516,157.0465546
5224.03068,8880.704102,150.2660217
5230.593495,8875.299805,143.4869537
5237.156311,8869.892578,136.7093506
5243.719127,8864.479492,129.9332123
5250.281942,8859.0625,123.1585388
5256.844758,8853.640625,116.3853302
5263.407574,8848.213867,109.6135788
5269.970389,8842.782227,102.8432999
5276.533205,8837.345703,96.07448578
5283.09602,8831.90332,89.30714417
5289.658836,8826.455078,82.5412674
5296.221652,8821.001953,75.7768631
5302.784467,8815.542969,69.01391602
5309.347283,8810.078125,62.25244522
5315.910099,8804.607422,55.49243927
5322.472914,8799.129883,48.73390198
5329.03573,8793.646484,41.97682953
5335.598545,8788.157227,35.22122192
5342.161361,8782.661133,28.46707726
5348.724177,8777.158203,21.71439934
5355.286992,8771.649414,14.96317768
5361.849808,8766.133789,8.213413239
5368.412624,8760.611328,1.465107679
5374.975439,8755.082031,-5.281748295
5381.538255,8749.545898,-12.02715302
5388.10107,8744.001953,-18.77111053
5394.663886,8738.452148,-25.51362419
5401.226702,8732.894531,-32.25469589
5407.789517,8727.329102,-38.99432755
5414.352333,8721.757813,-45.73252487
5420.915149,8716.177734,-52.46928406
5427.477964,8710.59082,-59.20461655
5434.04078,8704.99707,-65.93851471
5440.603595,8699.394531,-72.67098236
5447.166411,8693.785156,-79.40202332
5453.729227,8688.167969,-86.13163757
5460.292042,8682.542969,-92.8598175
5466.854858,8676.90918,-99.58657074
5473.417674,8671.268555,-106.3118973
5479.980489,8665.619141,-113.0357895
5486.543305,8659.962891,-119.7582474
5493.106121,8654.296875,-126.4792709
5499.668936,8648.624023,-133.1988678
5506.231752,8642.941406,-139.9170227
5512.794567,8637.251953,-146.633728
5519.357383,8631.552734,-153.348999
5525.920199,8625.844727,-160.0628357
5532.483014,8620.128906,-166.775238
5539.04583,8614.404297,-173.4861755
5545.608646,8608.669922,-180.1956787
5552.171461,8602.926758,-186.9037323
5558.734277,8597.174805,-193.6103516
5565.297092,8591.414063,-200.3155212
5571.859908,8585.643555,-207.0192566
5578.422724,8579.863281,-213.7215424
5584.985539,8574.074219,-220.4223938
5591.548355,8568.275391,-227.1218109
5598.111171,8562.466797,-233.819809
5604.673986,8556.648438,-240.5163574
5611.236802,8550.821289,-247.2115021
5617.799617,8544.983398,-253.9052124
5624.362433,8539.134766,-260.5975342
5630.925249,8533.277344,-267.2884216
5637.488064,8527.40918,-273.9779053
5644.05088,8521.53125,-280.6660156
5650.613696,8515.642578,-287.3527222
5657.176511,8509.743164,-294.0380554
5663.739327,8503.833984,-300.7220154
5670.302142,8497.914063,-307.4045715
5676.864958,8491.984375,-314.0858154
5683.427774,8486.042969,-320.7656555
5689.990589,8480.09082,-327.4441833
5696.553405,8474.128906,-334.1213379
5703.116221,8468.155273,-340.7971802
5709.679036,8462.170898,-347.4717102
5716.241852,8456.175781,-354.144928
5722.804667,8450.169922,-360.8168335
5729.367483,8444.152344,-367.4874573
5735.930299,8438.124023,-374.1567993
5742.493114,8432.083984,-380.8248901
5749.05593,8426.032227,-387.4917603
5755.618746,8419.969727,-394.1573792
5762.181561,8413.895508,-400.8217468
5768.744377,8407.80957,-407.4849243
5775.307192,8401.712891,-414.1469116
5781.870008,8395.603516,-420.8076782
5788.432824,8389.482422,-427.4672546
5794.995639,8383.350586,-434.1256409
5801.558455,8377.205078,-440.7828369
5808.121271,8371.048828,-447.4388733
5814.684086,8364.879883,-454.0936584
5821.246902,8358.699219,-460.7472839
5827.809717,8352.506836,-467.3996887
5834.372533,8346.301758,-474.0508423
5840.935349,8340.083984,-480.7007751
5847.498164,8333.854492,-487.3494873
5854.06098,8327.612305,-493.9969177
5860.623796,8321.357422,-500.6430969
5867.186611,8315.09082,-507.2879639
5873.749427,8308.811523,-513.9315796
5880.312242,8302.520508,-520.5738525
5886.875058,8296.216797,-527.2148438
5893.437874,8289.900391,-533.8545532
5900.000689,8283.571289,-540.4929199
5906.563505,8277.229492,-547.1299438
5913.126321,8270.875977,-553.765686
5919.689136,8264.509766,-560.4001465
5926.251952,8258.130859,-567.0332642
5932.814767,8251.739258,-573.6651001
5939.377583,8245.334961,-580.2956543
5945.940399,8238.918945,-586.9249268
5952.503214,8232.489258,-593.5529175
5959.06603,8226.047852,-600.1796875
5965.628846,8219.592773,-606.8051758
5972.191661,8213.125977,-613.4293213
5978.754477,8206.645508,-620.0522461
5985.317292,8200.15332,-626.6738892
5991.880108,8193.647461,-633.2941895
5998.442924,8187.129395,-639.9130859
6005.005739,8180.598145,-646.5307007
6011.568555,8174.054199,-653.1469116
6018.131371,8167.497559,-659.7617188
6024.694186,8160.927734,-666.3753052
6031.257002,8154.345215,-672.9876709
6037.819817,8147.75,-679.598999
6044.382633,8141.141602,-686.2095947
6047.664041,8137.830566,-689.5146484
