Riser Length,"ET, Stretch","ET,Slack"
1741.177959,11087.97363,1089.410278
1747.736047,11082.95117,1088.744873
1754.294134,11077.90723,1088.0802
1760.852222,11072.84375,1087.416382
1767.410309,11067.75879,1086.753296
1773.968397,11062.65332,1086.091064
1780.526484,11057.52832,1085.429565
1787.084571,11052.38184,1084.768799
1793.642659,11047.21582,1084.108887
1800.200746,11042.0293,1083.449829
1806.758834,11036.82129,1082.791504
1813.316921,11031.59375,1082.134033
1819.875009,11026.3457,1081.477295
1826.433096,11021.07617,1080.821411
1832.991184,11015.78613,1080.16626
1839.549271,11010.47559,1079.511963
1846.107359,11005.14453,1078.858521
1852.665446,10999.79297,1078.205811
1859.223534,10994.4209,1077.553833
1865.781621,10989.0293,1076.90271
1872.339708,10983.61719,1076.252441
1878.897796,10978.18555,1075.602905
1885.455883,10972.7334,1074.954224
1892.013971,10967.2627,1074.306274
1898.572058,10961.77246,1073.65918
1905.130146,10956.2627,1073.012817
1911.688233,10950.7334,1072.36731
1918.246321,10945.18555,1071.722656
1924.804408,10939.61816,1071.078857
1931.362496,10934.03223,1070.435791
1937.920583,10928.42676,1069.793579
1944.478671,10922.80273,1069.152222
1951.036758,10917.16016,1068.511597
1957.594845,10911.49902,1067.871704
1964.152933,10905.81836,1067.232666
1970.71102,10900.12012,1066.594482
1977.269108,10894.40332,1065.957031
1983.827195,10888.66699,1065.320313
1990.385283,10882.91406,1064.684448
1996.94337,10877.14258,1064.049194
2003.501458,10871.35254,1063.414795
2010.059545,10865.54492,1062.78125
2016.617633,10859.71973,1062.148315
2023.17572,10853.87695,1061.516357
2029.733808,10848.0166,1060.88501
2036.291895,10842.13867,1060.254395
2042.849983,10836.24316,1059.624634
2049.40807,10830.33105,1058.995728
2055.966157,10824.40137,1058.367432
2062.524245,10818.45508,1057.73999
2069.082332,10812.49219,1057.113281
2075.64042,10806.51172,1056.487183
2082.198507,10800.51563,1055.861938
2088.756595,10794.50293,1055.237427
2095.314682,10788.47461,1054.613647
2101.87277,10782.42969,1053.990479
2108.430857,10776.36914,1053.368042
2114.988945,10770.29297,1052.746338
2121.547032,10764.20215,1052.125366
2128.10512,10758.09473,1051.505127
2134.663207,10751.97266,1050.885498
2141.221294,10745.83594,1050.266602
2147.779382,10739.68457,1049.648438
2154.337469,10733.51758,1049.030884
2160.895557,10727.33691,1048.414063
2167.453644,10721.1416,1047.797974
2174.011732,10714.93164,1047.182617
2180.569819,10708.70801,1046.567871
2187.127907,10702.4707,1045.953857
2193.685994,10696.21875,1045.340454
2200.244082,10689.9541,1044.727783
2206.802169,10683.67578,1044.115723
2213.360257,10677.38379,1043.504395
2219.918344,10671.0791,1042.893677
2226.476431,10664.76172,1042.283691
2233.034519,10658.43066,1041.674316
2239.592606,10652.08789,1041.065552
2246.150694,10645.7334,1040.457397
2252.708781,10639.36523,1039.849976
2259.266869,10632.98633,1039.243164
2265.824956,10626.5957,1038.636963
2272.383044,10620.19336,1038.031372
2278.941131,10613.7793,1037.426392
2285.499219,10607.35547,1036.822144
2292.057306,10600.91992,1036.218384
2298.615394,10594.47363,1035.615356
2305.173481,10588.01758,1035.012939
2311.731569,10581.55176,1034.411011
2318.289656,10575.0752,1033.809814
2324.847743,10568.58887,1033.209229
2331.405831,10562.09375,1032.609253
2337.963918,10555.58887,1032.009888
2344.522006,10549.07617,1031.411011
2351.080093,10542.55371,1030.812866
2357.638181,10536.02246,1030.215332
2364.196268,10529.4834,1029.618408
2370.754356,10522.93652,1029.021973
2377.312443,10516.38184,1028.42627
2383.870531,10509.81836,1027.831177
2390.428618,10503.24902,1027.236572
2396.986706,10496.67188,1026.6427
2403.544793,10490.08789,1026.049316
2410.10288,10483.49707,1025.456665
2416.660968,10476.89941,1024.864502
2423.219055,10470.29688,1024.272949
2429.777143,10463.6875,1023.682068
2436.33523,10457.07227,1023.091675
2442.893318,10450.45215,1022.501953
2449.451405,10443.82715,1021.91272
2456.009493,10437.19727,1021.324036
2462.56758,10430.5625,1020.735962
2469.125668,10423.92285,1020.148376
2475.683755,10417.2793,1019.56134
2482.241843,10410.63281,1018.974854
2488.79993,10403.98242,1018.388916
2495.358017,10397.32813,1017.803528
2501.916105,10390.67188,1017.218628
2508.474192,10384.01172,1016.634277
2515.03228,10377.35059,1016.050476
2521.590367,10370.68652,1015.467224
2528.148455,10364.02148,1014.88446
2534.706542,10357.35352,1014.302246
2541.26463,10350.68555,1013.720581
2547.822717,10344.0166,1013.139404
2554.380805,10337.34668,1012.558777
2560.938892,10330.67676,1011.978699
2567.49698,10324.00684,1011.399109
2574.055067,10317.33691,1010.820068
2580.613155,10310.66797,1010.241577
2587.171242,10304,1009.663696
2593.729329,10297.33301,1009.086304
2600.287417,10290.66699,1008.509521
2606.845504,10284.00391,1007.93335
2613.403592,10277.3418,1007.357727
2619.961679,10270.68262,1006.782715
2626.519767,10264.02637,1006.208313
2633.077854,10257.37305,1005.634521
2639.635942,10250.72363,1005.061279
2646.194029,10244.07715,1004.488647
2652.752117,10237.43457,1003.916565
2659.310204,10230.79688,1003.345032
2665.868292,10224.16309,1002.774048
2672.426379,10217.53418,1002.203674
2678.984466,10210.91016,1001.633789
2685.542554,10204.29199,1001.064514
2692.100641,10197.67969,1000.495728
2698.658729,10191.07422,999.9275513
2705.216816,10184.47461,999.3599243
2711.774904,10177.88086,998.7928467
2718.332991,10171.29492,998.2263794
2724.891079,10164.7168,997.6605225
2731.449166,10158.14648,997.0952759
2738.007254,10151.58301,996.5305786
2744.565341,10145.0293,995.9664307
2751.123429,10138.4834,995.4028931
2757.681516,10131.94727,994.8399048
2764.239603,10125.41992,994.2774658
2770.797691,10118.90234,993.7155762
2777.355778,10112.39551,993.1542969
2783.913866,10105.89844,992.5935059
2790.471953,10099.41211,992.0332642
2797.030041,10092.9375,991.4736328
2803.588128,10086.47363,990.9145508
2810.146216,10080.02246,990.3560791
2816.704303,10073.58301,989.7982788
2823.262391,10067.15527,989.2411499
2829.820478,10060.74121,988.6846313
2836.378566,10054.33984,988.1288452
2842.936653,10047.95215,987.5737305
2849.494741,10041.57813,987.0192261
2856.052828,10035.21875,986.4654541
2862.610915,10028.87305,985.9123535
2869.169003,10022.54297,985.3599243
2875.72709,10016.22754,984.8081055
2882.285178,10009.92773,984.256958
2888.843265,10003.64355,983.7064209
2895.401353,9997.375,983.1565552
2901.95944,9991.124023,982.6072998
2908.517528,9984.888672,982.0587158
2915.075615,9978.670898,981.5108032
2921.633703,9972.469727,980.963562
2928.19179,9966.287109,980.4171143
2934.749878,9960.123047,979.8713379
2941.307965,9953.976563,979.326355
2947.866052,9947.848633,978.7821655
2954.42414,9941.740234,978.2387085
2960.982227,9935.650391,977.696106
2967.540315,9929.581055,977.1542358
2974.098402,9923.53125,976.6130981
2980.65649,9917.501953,976.0726929
2987.214577,9911.494141,975.532959
2993.772665,9905.505859,974.9939575
3000.330752,9899.540039,974.4555664
3006.88884,9893.595703,973.9178467
3013.446927,9887.672852,973.3806763
3020.005015,9881.772461,972.8441772
3026.563102,9875.894531,972.3082886
3033.12119,9870.040039,971.7730103
3039.679277,9864.208984,971.2384033
3046.237364,9858.400391,970.7045288
3052.795452,9852.617188,970.1713257
3059.353539,9846.856445,969.638855
3065.911627,9841.12207,969.1071167
3072.469714,9835.411133,968.5762329
3079.027802,9829.725586,968.0460815
3085.585889,9824.066406,967.5168457
3092.143977,9818.431641,966.9883423
3098.702064,9812.824219,966.4607544
3105.260152,9807.243164,965.93396
3111.818239,9801.688477,965.4080811
3118.376327,9796.160156,964.8829956
3124.934414,9790.660156,964.3588257
3131.492501,9785.1875,963.8355103
3138.050589,9779.743164,963.3131714
3144.608676,9774.327148,962.791748
3151.166764,9768.939453,962.2712402
3157.724851,9763.581055,961.75177
3164.282939,9758.250977,961.2333984
3170.841026,9752.951172,960.7160034
3177.399114,9747.680664,960.199707
3183.957201,9742.44043,959.6845093
3190.515289,9737.230469,959.1704102
3197.073376,9732.050781,958.6574097
3203.631464,9726.901367,958.1453857
3210.189551,9721.78418,957.6344604
3216.747638,9716.697266,957.1245117
3223.305726,9711.642578,956.6155396
3229.863813,9706.619141,956.1074829
3236.421901,9701.62793,955.6002808
3242.979988,9696.668945,955.0939331
3249.538076,9691.743164,954.5883789
3256.096163,9686.850586,954.0836792
3262.654251,9681.990234,953.579834
3269.212338,9677.163086,953.0767822
3275.770426,9672.370117,952.574585
3282.328513,9667.611328,952.0732422
3288.886601,9662.886719,951.572876
3295.444688,9658.196289,951.0734863
3302.002776,9653.540039,950.5750732
3308.560863,9648.919922,950.0777588
3315.11895,9644.333984,949.5814819
3321.677038,9639.783203,949.0863647
3328.235125,9635.268555,948.5923462
3334.793213,9630.789063,948.0995483
3341.3513,9626.34668,947.6079102
3347.909388,9621.939453,947.1175537
3354.467475,9617.569336,946.6283569
3361.025563,9613.236328,946.1404419
3367.58365,9608.939453,945.6537476
3374.141738,9604.680664,945.168335
3380.699825,9600.458984,944.6842041
3387.257913,9596.274414,944.2012939
3393.816,9592.12793,943.7197266
3400.374087,9588.018555,943.239502
3406.932175,9583.948242,942.7605591
3413.490262,9579.916016,942.2830811
3420.04835,9575.921875,941.8068848
3426.606437,9571.966797,941.3321533
3433.164525,9568.050781,940.8588867
3439.722612,9564.172852,940.3870239
3446.2807,9560.334961,939.916626
3452.838787,9556.536133,939.4476318
3459.396875,9552.776367,938.9801636
3465.954962,9549.056641,938.5140991
3472.51305,9545.376953,938.0494995
3479.071137,9541.736328,937.5863037
3485.629224,9538.135742,937.1245117
3492.187312,9534.576172,936.6641235
3498.745399,9531.055664,936.2050781
3505.303487,9527.577148,935.7474976
3511.861574,9524.137695,935.2912598
3518.419662,9520.740234,934.8364258
3524.977749,9517.382813,934.3829956
3531.535837,9514.066406,933.9309692
3538.093924,9510.791016,933.4804077
3544.652012,9507.556641,933.0313721
3551.210099,9504.363281,932.5837402
3557.768187,9501.211914,932.1376953
3564.326274,9498.101563,931.6931763
3570.884362,9495.033203,931.2502441
3577.442449,9492.005859,930.8088989
3584.000536,9489.021484,930.3691406
3590.558624,9486.078125,929.9310303
3597.116711,9483.176758,929.4945068
3603.674799,9480.317383,929.0596924
3610.232886,9477.5,928.6264648
3616.790974,9474.725586,928.1949463
3623.349061,9471.993164,927.7650757
3629.907149,9469.302734,927.336853
3636.465236,9466.654297,926.9103394
3643.023324,9464.049805,926.4855347
3649.581411,9461.487305,926.0623779
3656.139499,9458.966797,925.6409912
3662.697586,9456.489258,925.2212524
3669.255673,9454.054688,924.8032837
3675.813761,9451.663086,924.3870239
3682.371848,9449.313477,923.9725342
3688.929936,9447.006836,923.5597534
3695.488023,9444.743164,923.1487427
3702.046111,9442.522461,922.7394409
3708.604198,9440.34375,922.3319092
3715.162286,9438.208008,921.9261475
3721.720373,9436.116211,921.5220947
3728.278461,9434.06543,921.119812
3734.836548,9432.058594,920.7192383
3741.394636,9430.09375,920.3204346
3747.952723,9428.171875,919.9234009
3754.51081,9426.291992,919.5281372
3761.068898,9424.456055,919.1346436
3767.626985,9422.661133,918.7429199
3774.185073,9420.910156,918.3530273
3780.74316,9419.200195,917.9649048
3787.301248,9417.53418,917.5786133
3793.859335,9415.90918,917.1942139
3800.417423,9414.327148,916.8115845
3806.97551,9412.788086,916.4309082
3813.533598,9411.290039,916.052063
3820.091685,9409.834961,915.6751099
3826.649773,9408.421875,915.3000488
3833.20786,9407.050781,914.9269409
3839.765948,9405.72168,914.5557251
3846.324035,9404.43457,914.1864624
3852.882122,9403.189453,913.8190918
3859.44021,9401.985352,913.4537354
3865.998297,9400.824219,913.090332
3872.556385,9399.704102,912.7288818
3879.114472,9398.625977,912.3693848
3885.67256,9397.588867,912.0119019
3892.230647,9396.592773,911.6563721
3898.788735,9395.638672,911.3028564
3905.346822,9394.725586,910.951355
3911.90491,9393.854492,910.6018677
3918.462997,9393.023438,910.2543335
3925.021085,9392.234375,909.9088745
3931.579172,9391.485352,909.5654297
3938.137259,9390.777344,909.223999
3944.695347,9390.109375,908.8845825
3951.253434,9389.482422,908.5471802
3957.811522,9388.896484,908.211853
3964.369609,9388.349609,907.87854
3970.927697,9387.842773,907.5473022
3977.485784,9387.376953,907.2180786
3984.043872,9386.950195,906.8908691
3990.601959,9386.5625,906.5657349
3997.160047,9386.213867,906.2426147
4003.718134,9385.905273,905.9215698
4010.276222,9385.634766,905.6026001
4016.834309,9385.40332,905.2857056
4023.392397,9385.210938,904.9708252
4029.950484,9385.055664,904.6580811
4036.508571,9384.939453,904.3473511
4043.066659,9384.860352,904.0387573
4049.624746,9384.819336,903.7322388
4056.182834,9384.81543,903.4278564
4062.740921,9384.848633,903.1255493
4069.299009,9384.918945,902.8253174
4075.857096,9385.025391,902.5272827
4082.415184,9385.168945,902.2313232
4088.973271,9385.349609,901.937561
4095.531359,9385.56543,901.6459351
4102.089446,9385.816406,901.3564453
4108.647534,9386.103516,901.0691528
4115.205621,9386.425781,900.7840576
4121.763708,9386.78418,900.5010986
4128.321796,9387.175781,900.2203369
4134.879883,9387.603516,899.9417725
4141.437971,9388.064453,899.6654053
4147.996058,9388.560547,899.3912354
4154.554146,9389.09082,899.1193237
4161.112233,9389.655273,898.8496094
4167.670321,9390.25293,898.5820313
4174.228408,9390.884766,898.3167725
4180.786496,9391.550781,898.0536499
4187.344583,9392.25,897.7927246
4193.902671,9392.982422,897.5340576
4200.460758,9393.74707,897.2775879
4207.018845,9394.544922,897.0233154
4213.576933,9395.375,896.7713013
4220.13502,9396.237305,896.5214233
4226.693108,9397.130859,896.2738037
4233.251195,9398.055664,896.0283813
4239.809283,9399.012695,895.7850952
4246.36737,9399.999023,895.5441284
4252.925458,9401.017578,895.3052979
4259.483545,9402.06543,895.0686646
4266.041633,9403.142578,894.8342896
4272.59972,9404.25,894.6021118
4279.157808,9405.386719,894.3721313
4285.715895,9406.551758,894.1444092
4292.273983,9407.745117,893.9189453
4298.83207,9408.966797,893.6956787
4305.390157,9410.21582,893.4746704
4311.948245,9411.491211,893.2559204
4318.506332,9412.793945,893.0394897
4325.06442,9414.12207,892.8252563
4331.622507,9415.477539,892.6133423
4338.180595,9416.857422,892.4037476
4344.738682,9418.262695,892.1964722
4351.29677,9419.693359,891.9914551
4357.854857,9421.148438,891.7888184
4364.412945,9422.626953,891.5884399
4370.971032,9424.130859,891.3904419
4377.52912,9425.657227,891.1947632
4384.087207,9427.208008,891.0014648
4390.645294,9428.78125,890.8104858
4397.203382,9430.37793,890.6218872
4403.761469,9431.99707,890.4356079
4410.319557,9433.638672,890.2516479
4416.877644,9435.302734,890.0701294
4423.435732,9436.988281,889.8909302
4429.993819,9438.695313,889.7141113
4436.551907,9440.423828,889.5396729
4443.109994,9442.171875,889.3675537
4449.668082,9443.941406,889.197876
4456.226169,9445.730469,889.0305176
4462.784257,9447.539063,888.8655396
4469.342344,9449.368164,888.7029419
4475.900431,9451.21582,888.5427246
4482.458519,9453.082031,888.3848877
4489.016606,9454.966797,888.2294312
4495.574694,9456.870117,888.076355
4502.132781,9458.791992,887.9256592
4508.690869,9460.730469,887.7773438
4515.248956,9462.685547,887.6314087
4521.809408,9460.833008,884.0913086
4528.372223,9455.163086,877.1560059
4534.935039,9449.50293,870.2221069
4541.497855,9443.851563,863.2895508
4548.06067,9438.208984,856.3583984
4554.623486,9432.575195,849.4286499
4561.186302,9426.950195,842.5003052
4567.749117,9421.333008,835.5734253
4574.311933,9415.723633,828.6479492
4580.874748,9410.123047,821.723877
4587.437564,9404.530273,814.8012085
4594.00038,9398.945313,807.8800049
4600.563195,9393.367188,800.9602051
4607.126011,9387.797852,794.0418091
4613.688827,9382.234375,787.1248779
4620.251642,9376.678711,780.2094116
4626.814458,9371.130859,773.2952881
4633.377273,9365.588867,766.3826294
4639.940089,9360.054688,759.4714355
4646.502905,9354.527344,752.5616455
4653.06572,9349.005859,745.6533203
4659.628536,9343.491211,738.7463989
4666.191352,9337.983398,731.8409424
4672.754167,9332.482422,724.9369507
4679.316983,9326.987305,718.0343628
4685.879798,9321.498047,711.1332397
4692.442614,9316.015625,704.2335815
4699.00543,9310.539063,697.3353882
4705.568245,9305.068359,690.4385986
4712.131061,9299.603516,683.5432739
4718.693877,9294.144531,676.6494751
4725.256692,9288.69043,669.7570801
4731.819508,9283.242188,662.8662109
4738.382323,9277.799805,655.9767456
4744.945139,9272.362305,649.0888062
4751.507955,9266.930664,642.2023315
4758.07077,9261.503906,635.3173218
4764.633586,9256.081055,628.4337769
4771.196402,9250.664063,621.5517578
4777.759217,9245.250977,614.6712036
4784.322033,9239.842773,607.7921143
4790.884848,9234.439453,600.9145508
4797.447664,9229.040039,594.0384521
4804.01048,9223.644531,587.1638794
4810.573295,9218.253906,580.2907715
4817.136111,9212.866211,573.4191284
4823.698927,9207.482422,566.5490112
4830.261742,9202.102539,559.6803589
4836.824558,9196.726563,552.8132324
4843.387374,9191.352539,545.9475708
4849.950189,9185.982422,539.0834351
4856.513005,9180.615234,532.2207642
4863.07582,9175.250977,525.3596191
4869.638636,9169.889648,518.499939
4876.201452,9164.530273,511.6417542
4882.764267,9159.173828,504.7850647
4889.327083,9153.818359,497.9298401
4895.889899,9148.46582,491.0761414
4902.452714,9143.114258,484.2239075
4909.01553,9137.764648,477.3731689
4915.578345,9132.416992,470.5238953
4922.141161,9127.070313,463.6761475
4928.703977,9121.724609,456.8298645
4935.266792,9116.379883,449.9850769
4941.829608,9111.036133,443.1417847
4948.392424,9105.693359,436.2999573
4954.955239,9100.350586,429.4596252
4961.518055,9095.008789,422.6207886
4968.08087,9089.666992,415.7834167
4974.643686,9084.325195,408.9475403
4981.206502,9078.984375,402.1131592
4987.769317,9073.642578,395.2802429
4994.332133,9068.301758,388.4487915
5000.894949,9062.959961,381.6188354
5007.457764,9057.619141,374.7903442
5014.02058,9052.276367,367.9633179
5020.583395,9046.93457,361.1377563
5027.146211,9041.591797,354.3136597
5033.709027,9036.249023,347.4910278
5040.271842,9030.905273,340.6698608
5046.834658,9025.560547,333.8501587
5053.397474,9020.21582,327.0318909
5059.960289,9014.870117,320.2150879
5066.523105,9009.523438,313.3997498
5073.08592,9004.175781,306.5858459
5079.648736,8998.827148,299.773407
5086.211552,8993.477539,292.9624023
