x,f(x)
0.8899999999999999,0.306693518553614
0.8999999999999999,0.324142395795305
0.9099999999999999,0.342496136455935
0.9199999999999999,0.361802603374628
0.9299999999999999,0.382112660888935
0.94,0.403480412222309
0.95,0.425963459823314
0.96,0.449623191286666
0.97,0.474525093836363
0.98,0.500739100754785
0.99,0.528339973607723
1.0,0.557407724654902
1.01,0.588028084461766
1.02,0.620293020456804
1.03,0.654301313028458
1.04,0.690159196749499
1.05,0.727981075482329
1.06,0.767890321489654
1.07,0.810020170292276
1.08,0.854514724929709
1.09,0.901530085551477
1.1,0.951235622973517
1.11,1.00381541806928
1.12,1.05946989274617
1.1300000000000001,1.11841766293151
1.1400000000000001,1.18089764964196
1.1500000000000001,1.24717149106863
1.1600000000000001,1.31752630697096
1.1700000000000002,1.39227787691056
1.18,1.47177430645226
1.19,1.55640027103296
1.2,1.64658194655158
1.21,1.74279275991443
1.22,1.84556012315419
1.23,1.95547335314983
1.24,2.07319302783248
1.25,2.19946209232854
1.26,2.33511910917406
1.27,2.48111415155917
1.28,2.63852797582768
1.29,2.80859529072059
1.3,2.99273318235837
1.31,3.19257607880684
1.32,3.41001907949554
1.33,3.64727208116854
1.34,3.90692797493089
1.35,4.19204937540965
1.36,4.50628003606445
1.37,4.85398955653359
1.3800000000000001,5.24046359630997
1.3900000000000001,5.67215721370496
1.4000000000000001,6.15703720167605
1.41,6.70505216381835
1.42,7.32878962779584
1.43,8.04441318600092
1.44,8.87302952931704
1.45,9.84273449180013
1.46,10.9917670985173
1.47,12.3735410912188
1.48,14.0650013852026
1.49,16.1811860980224
1.5,18.9021299207576
1.51,22.5263184728669
1.52,27.5872822872495
1.53,35.1416679760122
1.54,47.6185539257995
1.55,72.1191478427896
1.56,142.054374254059
1.57,1969.08707865624
1.58,-174.162141695652
1.59,-85.3145817449506
1.6,-57.3320523768917
1.61,-43.6386389055168
1.62,-35.5221969065895
1.6300000000000001,-30.1568006423258
1.6400000000000001,-26.3499206175809
1.6500000000000001,-23.5112869026185
1.6600000000000001,-21.3153135885972
1.6700000000000002,-19.5676944396812
1.6800000000000002,-18.1452951718576
1.6900000000000002,-16.9663003637692
1.7000000000000002,-15.9742236370806
1.7100000000000002,-15.1288098185890
1.7199999999999998,-14.4005956601825
1.73,-13.7675204913913
1.7399999999999998,-13.2127387420819
1.75,-12.7231648643913
1.7599999999999998,-12.2884796869280
1.77,-11.9004360543343
1.7799999999999998,-11.5523636106834
1.79,-11.2388091325732
1.7999999999999998,-10.9552710143305
1.81,-10.6980003528719
1.8199999999999998,-10.4638499247293
1.83,-10.2501581215808
1.8399999999999999,-10.0546587541604
1.85,-9.87541023900678
1.8599999999999999,-9.71073947655026
1.87,-9.55919698343655
1.88,-9.41952073126135
1.8900000000000001,-9.29060678243711
1.9,-9.17148527788777
1.9100000000000001,-9.06130067213708
1.92,-8.95929536437421
1.9300000000000002,-8.86479606370316
1.94,-8.77720237018180
1.9500000000000002,-8.69597716262091
1.96,-8.62063846818904
1.9700000000000002,-8.55075255398920
1.98,-8.48592803157156
1.9900000000000002,-8.42581080523821
2.0,-8.37007972652304
2.0100000000000002,-8.31844284229647
2.02,-8.27063414398912
2.0300000000000002,-8.22641074154427
2.04,-8.18555039873392
2.05,-8.14784937705117
2.06,-8.11312054402448
2.07,-8.08119170887492
2.08,-8.05190415426324
2.09,-8.02511133768883
2.1,-8.00067774009947
2.11,-7.97847784260021
2.12,-7.95839521493354
2.13,-7.94032170173898
2.14,-7.92415669456654
2.15,-7.90980647927982
2.16,-7.89718364989116
2.17,-7.88620658106777
2.18,-7.87679895256642
2.19,-7.86888931972575
2.2,-7.86241072489135
2.21,-7.85730034529051
2.22,-7.85349917342559
2.23,-7.85095172653228
2.24,-7.84960578206182
2.25,-7.84941213650422
2.2600000000000002,-7.85032438518120
2.27,-7.85229872090870
2.2800000000000002,-7.85529374966562
2.29,-7.85927032161290
2.3000000000000003,-7.86419137598850
2.31,-7.87002179856355
2.3200000000000003,-7.87672829048503
2.33,-7.88427924745450
2.3400000000000003,-7.89264464830122
2.3499999999999996,-7.90179595210488
2.36,-7.91170600310873
2.37,-7.92234894273983
2.38,-7.93370012812065
2.3899999999999997,-7.94573605651644
2.4,-7.95843429521619
2.41,-7.97177341639308
2.42,-7.98573293653282
2.4299999999999997,-8.00029326005673
2.44,-8.01543562680061
2.45,-8.03114206304145
2.46,-8.04739533579133
2.4699999999999998,-8.06417891010322
2.48,-8.08147690915557
2.49,-8.09927407690268
2.5,-8.11755574309665
2.51,-8.13630779050254
2.52,-8.15551662414393
2.5300000000000002,-8.17516914242929
2.54,-8.19525271002187
2.55,-8.21575513232724
2.56,-8.23666463148233
2.5700000000000003,-8.25796982373955
2.58,-8.27965969814746
2.59,-8.30172359643755
2.6,-8.32415119403337
2.6100000000000003,-8.34693248210487
2.62,-8.37005775059635
2.63,-8.39351757216211
2.64,-8.41730278694842
2.6500000000000004,-8.44140448816515
2.66,-8.46581400839440
2.67,-8.49052290658715
2.68,-8.51552295570258
2.6900000000000004,-8.54080613094773
2.7,-8.56636459857820
2.71,-8.59219070522305
2.72,-8.61827696769990
2.7300000000000004,-8.64461606328808
2.74,-8.67120082043012
2.75,-8.69802420983356
2.7600000000000002,-8.72507933594699
2.7700000000000005,-8.75235942878570
2.7800000000000002,-8.77985783608415
2.79,-8.80756801575338
2.8000000000000003,-8.83548352862329
2.8100000000000005,-8.86359803145050
2.82,-8.89190527017384
2.8299999999999996,-8.92039907340043
2.84,-8.94907334610629
2.8499999999999996,-8.97792206353615
2.86,-9.00693926528828
2.8699999999999997,-9.03611904957036
2.88,-9.06545556761358
2.8899999999999997,-9.09494301823247
2.9,-9.12457564251870
2.9099999999999997,-9.15434771865754
2.92,-9.18425355685607
2.9299999999999997,-9.21428749437292
2.94,-9.24444389063944
2.9499999999999997,-9.27471712246266
2.96,-9.30510157930090
2.9699999999999998,-9.33559165860285
2.98,-9.36618176120156
2.9899999999999998,-9.39686628675468
3.0,-9.42763962922283
3.01,-9.45849617237789
3.02,-9.48943028533321
3.03,-9.52043631808811
3.04,-9.55150859707874
3.05,-9.58264142072779
3.06,-9.61382905498539
3.07,-9.64506572885375
3.08,-9.67634562988793
3.09,-9.70766289966520
3.1,-9.73901162921547
3.11,-9.77038585440516
3.12,-9.80177955126672
3.13,-9.83318663126611
3.14,-9.86460093650032
3.15,-9.89601623481673
3.16,-9.92742621484633
3.17,-9.95882448094207
3.18,-9.99020454801408
3.19,-10.0215598362526
3.2,-10.0528836657294
3.21,-10.0841692508689
3.22,-10.1154096947785
3.23,-10.1465979834282
3.24,-10.1777269796694
3.25,-10.2087894170817
3.2600000000000002,-10.2397778936362
3.27,-10.2706848651642
3.2800000000000002,-10.3015026386177
3.29,-10.3322233651098
3.3000000000000003,-10.3628390327219
3.31,-10.3933414590618
3.3200000000000003,-10.4237222835595
3.33,-10.4539729594843
3.3400000000000003,-10.4840847456671
3.35,-10.5140486979105
3.3600000000000003,-10.5438556600679
3.37,-10.5734962547743
3.3800000000000003,-10.6029608738055
3.39,-10.6322396680474
3.4000000000000004,-10.6613225370508
3.41,-10.6901991181482
3.4200000000000004,-10.7188587751079
3.43,-10.7472905862977
3.4399999999999995,-10.7754833323298
3.4499999999999997,-10.8034254831574
3.46,-10.8311051845904
3.4699999999999998,-10.8585102441960
3.4799999999999995,-10.8856281165477
3.4899999999999998,-10.9124458877856
3.5,-10.9389502594449
3.51,-10.9651275315103
3.5199999999999996,-10.9909635846491
3.53,-11.0164438615735
3.54,-11.0415533474792
3.55,-11.0662765495025
3.5599999999999996,-11.0905974751372
3.57,-11.1144996095451
3.58,-11.1379658916907
3.59,-11.1609786892275
3.5999999999999996,-11.1835197720543
3.61,-11.2055702844576
3.62,-11.2271107157484
3.63,-11.2481208692947
3.6399999999999997,-11.2685798298453
3.65,-11.2884659290301
3.66,-11.3077567089164
3.67,-11.3264288834883
3.6799999999999997,-11.3444582979092
3.69,-11.3618198854145
3.7,-11.3784876216691
3.71,-11.3944344764135
3.7199999999999998,-11.4096323622051
3.73,-11.4240520800487
3.74,-11.4376632616904
3.75,-11.4504343083320
3.76,-11.4623323255031
3.77,-11.4733230538031
3.7800000000000002,-11.4833707952052
3.79,-11.4924383345819
3.8,-11.5004868560881
3.81,-11.5074758539997
3.8200000000000003,-11.5133630375740
3.83,-11.5181042294571
3.84,-11.5216532571189
3.85,-11.5239618367504
3.8600000000000003,-11.5249794490041
3.87,-11.5246532058978
3.88,-11.5229277081401
3.89,-11.5197448920608
3.9000000000000004,-11.5150438652500
3.91,-11.5087607299216
3.92,-11.5008283929152
3.93,-11.4911763611413
3.9400000000000004,-11.4797305211501
3.95,-11.4664129013654
3.96,-11.4511414153717
3.97,-11.4338295844658
3.9800000000000004,-11.4143862374925
3.99,-11.3927151857622
4.0,-11.3687148706017
4.01,-11.3422779808098
4.0200000000000005,-11.3132910369768
4.03,-11.2816339392659
4.04,-11.2471794748549
4.050000000000001,-11.2097927807730
4.0600000000000005,-11.1693307573475
4.069999999999999,-11.1256414268779
4.08,-11.0785632314739
4.09,-11.0279242632165
4.1,-10.9735414189031
4.109999999999999,-10.9152194706157
4.12,-10.8527500421636
4.13,-10.7859104800876
4.14,-10.7144626063303
4.1499999999999995,-10.6381513378440
4.16,-10.5567031562743
4.17,-10.4698244083691
4.18,-10.3771994148574
4.1899999999999995,-10.2784883621319
4.2,-10.1733249470629
4.21,-10.0613137405468
4.22,-9.94202722980295
4.2299999999999995,-9.81500249280082
4.24,-9.67973745030628
4.25,-9.53568663160325
4.26,-9.38225637863922
4.27,-9.21879939973601
4.28,-9.04460856756529
4.29,-8.85890983614578
4.3,-8.66085412732198
4.31,-8.44950800745472
4.32,-8.22384293850356
4.33,-7.98272284253010
4.34,-7.72488966258595
4.35,-7.44894653296239
4.36,-7.15333808391498
4.37,-6.83632729501861
4.38,-6.49596817030588
4.39,-6.13007332797718
4.4,-5.73617536514112
4.41,-5.31148055656827
4.42,-4.85281305216547
4.43,-4.35654721794703
4.44,-3.81852507355328
4.45,-3.23395485038159
4.46,-2.59728543413723
4.47,-1.90204972741835
4.48,-1.14066757045485
4.49,-0.304195490372958
4.5,0.617994245480329
4.51,1.63862972365936
4.5200000000000005,2.77308524522699
4.53,4.04010675658858
4.54,5.46278976656010
4.55,7.06991858732639
4.5600000000000005,8.89783287370908
4.57,10.9930806864318
4.58,13.4162739499489
4.59,16.2478340106954
4.6000000000000005,19.5968045199813
4.61,23.6148286711475
4.62,28.5192036472303
4.63,34.6327245330284
4.640000000000001,42.4565530702496
4.65,52.8131648988773
4.66,67.1530112746186
4.67,88.2952488595357
4.680000000000001,122.540658044204
4.6899999999999995,187.446949513717
4.699999999999999,357.259985947104
4.71,1949.36454469980
4.72,-642.419865763525
4.7299999999999995,-290.926969734004
4.74,-194.094561362518
4.75,-148.795717597251
4.76,-122.558900669531
4.77,-105.457938145847
4.779999999999999,-93.4391747224779
4.79,-84.5381711137289
4.8,-77.6873791403660
4.81,-72.2567206947573
4.82,-67.8503232054363
4.83,-64.2069517804096
4.84,-61.1472560488408
4.85,-58.5440179913150
4.859999999999999,-56.3044932451023
4.87,-54.3594747926516
4.88,-52.6562715399469
4.89,-51.1540588495429
4.9,-49.8207160225510
4.91,-48.6306240057764
4.92,-47.5630995658506
4.93,-46.6012611949107
4.9399999999999995,-45.7311939721435
4.95,-44.9413253090537
4.96,-44.2219519613174
4.97,-43.5648772039274
4.98,-42.9631293538112
4.99,-42.4107411280449
5.0,-41.9025750312329
5.01,-41.4341839457030
5.02,-41.0016989137565
5.03,-40.6017381189722
5.04,-40.2313325370008
5.05,-39.8878647996121
5.0600000000000005,-39.5690186111801
5.07,-39.2727366520363
5.08,-38.9971853526315
5.09,-38.7407252648230
5.1,-38.5018860194814
5.11,-38.2793450629902
5.12,-38.0719095236757
5.13,-37.8785006835304
5.140000000000001,-37.6981406287402
5.15,-37.5299407304944
5.16,-37.3730916698485
5.17,-37.2268547704467
5.18,-37.0905544433201
5.19,-36.9635715807724
5.2,-36.8453377631028
5.21,-36.7353301638206
5.220000000000001,-36.6330670570311
5.23,-36.5381038455526
5.24,-36.4500295406789
5.25,-36.3684636347780
5.26,-36.2930533165121
5.2700000000000005,-36.2234709856644
5.28,-36.1594120306258
5.29,-36.1005928367066
5.300000000000001,-36.0467489977767
5.3100000000000005,-35.9976337074151
5.32,-35.9530163088888
5.33,-35.9126809859566
5.34,-35.8764255787918
5.3500000000000005,-35.8440605112849
5.36,-35.8154078176869
5.37,-35.7903002580176
5.380000000000001,-35.7685805129305
5.390000000000001,-35.7501004498250
5.4,-35.7347204529510
5.41,-35.7223088110848
5.42,-35.7127411570783
5.430000000000001,-35.7058999542207
5.44,-35.7016740249093
5.45,-35.6999581176096
5.460000000000001,-35.7006525085216
5.470000000000001,-35.7036626347424
5.48,-35.7088987560514
5.49,-35.7162756427412
5.5,-35.7257122871764
5.510000000000001,-35.7371316369976
5.5200000000000005,-35.7504603480924
5.53,-35.7656285556395
5.540000000000001,-35.7825696616952
5.550000000000001,-35.8012201379398
5.5600000000000005,-35.8215193423272
5.57,-35.8434093485052
5.58,-35.8668347869702
5.590000000000001,-35.8917426970219
5.6000000000000005,-35.9180823886623
5.61,-35.9458053136625
5.620000000000001,-35.9748649450878
5.629999999999999,-36.0052166646349
5.64,-36.0368176571881
5.6499999999999995,-36.0696268120543
5.659999999999999,-36.1036046303817
5.67,-36.1387131383069
5.68,-36.1749158054146
5.6899999999999995,-36.2121774681265
5.699999999999999,-36.2504642576684
5.709999999999999,-36.2897435322914
5.72,-36.3299838134483
5.7299999999999995,-36.3711547256527
5.739999999999999,-36.4132269397646
5.75,-36.4561721194708
5.76,-36.4999628707428
5.77,-36.5445726940719
5.779999999999999,-36.5899759392973
5.789999999999999,-36.6361477628556
5.8,-36.6830640872914
5.81,-36.7307015628837
5.819999999999999,-36.7790375312488
5.83,-36.8280499907945
5.84,-36.8777175639053
5.85,-36.9280194657499
5.859999999999999,-36.9789354746072
5.869999999999999,-37.0304459036158
5.88,-37.0825315738571
5.89,-37.1351737886890
5.8999999999999995,-37.1883543092520
5.91,-37.2420553310749
5.92,-37.2962594617112
5.93,-37.3509496993436
5.9399999999999995,-37.4061094122945
5.949999999999999,-37.4617223193884
5.96,-37.5177724711117
5.97,-37.5742442315201
5.9799999999999995,-37.6311222608484
5.99,-37.6883914987759
6.0,-37.7460371483085
6.01,-37.8040446602355
6.02,-37.8623997181259
6.029999999999999,-37.9210882238285
6.04,-37.9800962834405
6.05,-38.0394101937166
6.06,-38.0990164288845
6.07,-38.1589016278410
6.08,-38.2190525816994
6.09,-38.2794562216638
6.1,-38.3400996072037
6.109999999999999,-38.4009699145060
6.12,-38.4620544251806
6.13,-38.5233405151987
6.14,-38.5848156440408
6.15,-38.6464673440354
6.16,-38.7082832098669
6.17,-38.7702508882351
6.18,-38.8323580676459
6.1899999999999995,-38.8945924683152
6.2,-38.9569418321688
6.21,-39.0193939129198
6.22,-39.0819364662066
6.23,-39.1445572397740
6.24,-39.2072439636811
6.25,-39.2699843405188
6.26,-39.3327660356204
6.27,-39.3955766672485
6.28,-39.4584037967419
6.29,-39.5212349186055
6.3,-39.5840574505267
6.3100000000000005,-39.6468587233005
6.32,-39.7096259706481
6.33,-39.7723463189091
6.34,-39.8350067765915
6.35,-39.8975942237607
6.36,-39.9600954012489
6.37,-40.0224968996665
6.38,-40.0847851481955
6.390000000000001,-40.1469464031451
6.4,-40.2089667362491
6.41,-40.2708320226832
6.42,-40.3325279287804
6.43,-40.3940398994213
6.44,-40.4553531450756
6.45,-40.5164526284696
6.46,-40.5773230508540
6.470000000000001,-40.6379488378447
6.48,-40.6983141248080
6.49,-40.7584027417603
6.5,-40.8181981977517
6.51,-40.8776836647000
6.5200000000000005,-40.9368419606408
6.53,-40.9956555323566
6.54,-41.0541064373483
6.550000000000001,-41.1121763251064
6.5600000000000005,-41.1698464176407
6.57,-41.2270974892227
6.58,-41.2839098452928
6.59,-41.3402633004819
6.6000000000000005,-41.3961371556933
6.61,-41.4515101741883
6.62,-41.5063605566145
6.630000000000001,-41.5606659149131
6.640000000000001,-41.6144032450364
6.65,-41.6675488984025
6.66,-41.7200785520104
6.67,-41.7719671771325
6.680000000000001,-41.8231890064962
6.69,-41.8737174998611
6.7,-41.9235253078908
6.710000000000001,-41.9725842342131
6.720000000000001,-42.0208651955523
6.73,-42.0683381798123
6.74,-42.1149722019777
6.75,-42.1607352576937
6.760000000000001,-42.2055942743715
6.7700000000000005,-42.2495150596593
6.78,-42.2924622471022
6.790000000000001,-42.3343992388070
6.800000000000001,-42.3752881449076
6.8100000000000005,-42.4150897196163
6.82,-42.4537632936269
6.83,-42.4912667026189
6.840000000000001,-42.5275562115903
6.8500000000000005,-42.5625864347282
6.86,-42.5963102504990
6.870000000000001,-42.6286787116176
6.879999999999999,-42.6596409495263
6.89,-42.6891440729804
6.8999999999999995,-42.7171330603101
6.909999999999999,-42.7435506448849
6.92,-42.7683371932711
6.93,-42.7914305755272
6.9399999999999995,-42.8127660270331
6.949999999999999,-42.8322760011961
6.959999999999999,-42.8498900123185
6.97,-42.8655344678454
6.9799999999999995,-42.8791324891417
6.989999999999999,-42.8906037198668
7.0,-42.8998641209298
7.01,-42.9068257509105
7.02,-42.9113965307252
7.029999999999999,-42.9134799911975
7.039999999999999,-42.9129750020630
7.05,-42.9097754807901
7.06,-42.9037700794368
7.069999999999999,-42.8948418475803
7.08,-42.8828678691554
7.09,-42.8677188708094
7.1,-42.8492587991280
7.109999999999999,-42.8273443638032
7.119999999999999,-42.8018245434929
7.13,-42.7725400507647
7.14,-42.7393227521117
7.1499999999999995,-42.7019950385715
7.16,-42.6603691419650
7.17,-42.6142463911897
7.18,-42.5634164023387
7.1899999999999995,-42.5076561956709
7.199999999999999,-42.4467292315994
7.21,-42.3803843568961
7.22,-42.3083546511985
7.2299999999999995,-42.2303561626325
7.24,-42.1460865199094
7.25,-42.0552234065805
7.26,-41.9574228812024
7.27,-41.8523175249434
7.279999999999999,-41.7395143955863
7.29,-41.6185927638949
7.3,-41.4891016048475
7.31,-41.3505568121877
7.32,-41.2024381000266
7.33,-41.0441855496843
7.34,-40.8751957534562
7.35,-40.6948174993191
7.359999999999999,-40.5023469315244
7.37,-40.2970221112735
7.38,-40.0780168888768
7.39,-39.8444339835190
7.4,-39.5952971484522
7.41,-39.3295422774185
7.42,-39.0460072815274
7.43,-38.7434205335856
7.4399999999999995,-38.4203876376512
7.45,-38.0753762336138
7.46,-37.7066984876778
7.47,-37.3124908468862
7.48,-36.8906905455826
7.49,-36.4390082391516
7.5,-35.9548959992048
7.51,-35.4355097262707
7.52,-34.8776648099378
7.53,-34.2777835774864
7.54,-33.6318327003080
7.55,-32.9352482456219
7.5600000000000005,-32.1828454317080
7.57,-31.3687093161534
7.58,-30.4860615456547
7.59,-29.5270968196232
7.6,-28.4827807203967
7.61,-27.3425978258735
7.62,-26.0942352306217
7.63,-24.7231812889557
7.640000000000001,-23.2122118464690
7.65,-21.5407253496441
7.66,-19.6838722998455
7.67,-17.6114008053402
7.68,-15.2861040058468
7.69,-12.6616994181263
7.7,-9.67988195410736
7.71,-6.26614887334200
7.720000000000001,-2.32375505501403
7.73,2.27525703162041
7.74,7.70374918560091
7.75,14.2010798767856
7.76,22.1084817262202
7.7700000000000005,31.9297141414486
7.78,44.4409059725305
7.79,60.9034052177552
7.800000000000001,83.5132088657961
7.8100000000000005,116.463507533311
7.82,168.883322296743
7.83,265.128359896024
7.84,499.233466885723
7.8500000000000005,1909.91947678081
7.86,-1367.76615318306
7.87,-553.205913329133
7.880000000000001,-364.889040367247
7.890000000000001,-281.212275500588
7.9,-233.959390181911
7.91,-203.624057500842
7.92,-182.518677367173
7.930000000000001,-167.000776889693
7.94,-155.121694376633
7.95,-145.744554741486
7.960000000000001,-138.161417624111
7.970000000000001,-131.908420997439
7.98,-126.668938798911
7.99,-122.219457367257
8.0,-118.397691641763
8.01,-115.082962918161
8.02,-112.183668197227
8.030000000000001,-109.629020900542
8.040000000000001,-107.363455608368
8.05,-105.342745472299
8.06,-103.531250377720
8.07,-101.899929440522
8.08,-100.424881116602
8.09,-99.0862544410263
8.100000000000001,-97.8674257987233
8.110000000000001,-96.7543686256408
8.120000000000001,-95.7351652726953
8.129999999999999,-94.7996249791346
8.139999999999999,-93.9389819861392
8.149999999999999,-93.1456548397591
8.16,-92.4130528864607
8.17,-91.7354195078333
8.18,-91.1077042061203
8.19,-90.5254575303154
8.2,-89.9847442221440
8.209999999999999,-89.4820709995514
8.219999999999999,-89.0143261783135
8.23,-88.5787289279728
8.24,-88.1727864150219
8.25,-87.7942574391887
8.26,-87.4411214433722
8.27,-87.1115519930484
8.28,-86.8038939907555
8.29,-86.5166440260143
8.299999999999999,-86.2484333685950
8.309999999999999,-85.9980131993673
8.32,-85.7642417426292
8.33,-85.5460730202942
8.34,-85.3425469943437
8.35,-85.1527809016266
8.36,-84.9759616160605
8.37,-84.8113388988622
8.379999999999999,-84.6582194186333
8.39,-84.5159614407588
8.4,-84.3839701003144
8.41,-84.2616931850178
8.42,-84.1486173651465
8.43,-84.0442648161020
8.44,-83.9481901867192
8.45,-83.8599778727120
8.459999999999999,-83.7792395600073
8.469999999999999,-83.7056120072991
8.48,-83.6387550410720
8.49,-83.5783497397063
8.5,-83.5240967861777
8.51,-83.4757149713580
8.52,-83.4329398320883
8.53,-83.3955224100662
8.54,-83.3632281192190
8.55,-83.3358357106497
8.56,-83.3131363254801
8.57,-83.2949326269963
8.58,-83.2810380044488
8.59,-83.2712758416898
8.6,-83.2654788445633
8.61,-83.2634884216048
8.62,-83.2651541131783
8.629999999999999,-83.2703330646778
8.64,-83.2788895398692
8.65,-83.2906944708383
8.66,-83.3056250413651
8.67,-83.3235643008548
8.68,-83.3444008062325
8.69,-83.3680282894598
8.7,-83.3943453485488
8.71,-83.4232551601519
8.72,-83.4546652119789
8.73,-83.4884870534558
8.74,-83.5246360631811
8.75,-83.5630312318652
8.76,-83.6035949595524
8.77,-83.6462528660336
8.78,-83.6909336134474
8.79,-83.7375687401573
8.8,-83.7860925050653
8.81,-83.8364417415975
8.82,-83.8885557206545
8.83,-83.9423760218834
8.84,-83.9978464126752
8.85,-84.0549127343419
8.86,-84.1135227949708
8.870000000000001,-84.1736262684916
8.88,-84.2351745995286
8.89,-84.2981209136443
8.9,-84.3624199326086
8.91,-84.4280278943572
8.92,-84.4949024773267
8.93,-84.5630027288773
8.94,-84.6322889975359
8.95,-84.7027228688104
8.96,-84.7742671043448
8.97,-84.8468855842007
8.98,-84.9205432520658
8.99,-84.9952060632044
9.0,-85.0708409349763
9.01,-85.1474156997641
9.02,-85.2248990601581
9.030000000000001,-85.3032605462584
9.040000000000001,-85.3824704749649
9.05,-85.4624999111297
9.06,-85.5433206304611
9.07,-85.6249050840685
9.08,-85.7072263645500
9.09,-85.7902581735272
9.1,-85.8739747905391
9.11,-85.9583510432115
9.120000000000001,-86.0433622786236
9.13,-86.1289843357993
9.14,-86.2151935192515
9.15,-86.3019665735162
9.16,-86.3892806586120
9.17,-86.4771133263696
9.18,-86.5654424975732
9.190000000000001,-86.6542464398620
9.200000000000001,-86.7435037463430
9.21,-86.8331933148669
9.22,-86.9232943279218
9.23,-87.0137862331027
9.24,-87.1046487241149
9.25,-87.1958617222730
9.26,-87.2874053584572
9.27,-87.3792599554920
9.280000000000001,-87.4714060109110
9.290000000000001,-87.5638241800764
9.3,-87.6564952596203
9.31,-87.7494001711766
9.32,-87.8425199453730
9.33,-87.9358357060551
9.34,-88.0293286547131
9.350000000000001,-88.1229800550836
9.360000000000001,-88.2167712178993
9.370000000000001,-88.3106834857596
9.379999999999999,-88.4046982180968
9.389999999999999,-88.4987967762104
9.399999999999999,-88.5929605083451
9.41,-88.6871707347862
9.42,-88.7814087329482
9.43,-88.8756557224290
9.44,-88.9698928500073
9.45,-89.0641011745553
9.459999999999999,-89.1582616518417
9.469999999999999,-89.2523551192002
9.48,-89.3463622800357
9.49,-89.4402636881420
9.5,-89.5340397318048
9.51,-89.6276706176608
9.52,-89.7211363542855
9.53,-89.8144167354805
9.54,-89.9074913232299
9.549999999999999,-90.0003394302952
9.559999999999999,-90.0929401024169
9.57,-90.1852721000903
9.58,-90.2773138798794
9.59,-90.3690435752361
9.6,-90.4604389767852
9.61,-90.5514775120381
9.62,-90.6421362244939
9.629999999999999,-90.7323917520871
9.64,-90.8222203049363
9.65,-90.9115976423478
9.66,-91.0004990490267
9.67,-91.0888993104426
9.68,-91.1767726872973
9.69,-91.2640928890374
9.7,-91.3508330463512
9.709999999999999,-91.4369656825879
9.719999999999999,-91.5224626840312
9.73,-91.6072952689566
9.74,-91.6914339553982
9.75,-91.7748485275447
9.76,-91.8575080006802
9.77,-91.9393805845813
9.78,-92.0204336452739
9.79,-92.1006336650496
9.8,-92.1799462006329
9.81,-92.2583358393860
9.82,-92.3357661534265
9.83,-92.4121996515297
9.84,-92.4875977286750
9.85,-92.5619206130873
9.86,-92.6351273106149
9.87,-92.7071755462734
9.879999999999999,-92.7780217027729
9.89,-92.8476207558332
9.9,-92.9159262060785
9.91,-92.9828900072852
