Airy,0,0.00,5.00,2.42
Airy,0,1.00,6.69,2.42
Airy,0,2.00,7.59,2.42
Airy,0,3.00,8.50,2.42
Airy,0,4.00,9.40,2.42
Airy,0,5.00,10.31,2.42
Airy,0,6.00,11.21,2.42
Airy,0,7.00,12.11,2.42
Airy,0,8.00,13.02,2.42
Airy,0,9.00,13.92,2.42
Airy,0,10.00,14.83,2.42
Airy,0,11.00,15.73,2.42
Airy,0,12.00,16.64,2.42
