Riser Stretch,Stress (Elastic),Yield Strength (125ksi)
21.54,115.45,125
21.6,115.71,125
21.66,115.93,125
21.73,116.13,125
21.79,116.32,125
21.85,116.57,125
21.91,116.87,125
21.97,117.23,125
22.03,117.65,125
22.09,118.06,125
22.15,118.45,125
22.21,118.78,125
22.28,119.06,125
22.34,119.28,125
22.4,119.48,125
22.47,119.68,125
22.53,119.94,125
22.59,120.23,125
22.65,120.6,125
22.71,121,125
22.77,121.41,125
22.83,121.79,125
22.89,122.14,125
22.95,122.42,125
23.02,122.64,125
23.08,122.85,125
23.14,123.06,125
23.2,123.3,125
23.27,123.61,125
23.33,123.96,125
23.39,124.36,125
23.45,124.76,125
23.51,125.15,125
23.57,125.49,125
23.63,125.77,125
23.69,126.01,125
23.75,126.21,125
23.82,126.43,125
23.88,126.67,125
23.94,126.98,125
24,127.33,125
24.06,127.72,125
24.12,128.13,125
24.18,128.52,125
24.24,128.85,125
24.3,129.14,125
24.37,129.38,125
24.43,129.59,125
24.49,129.81,125
24.56,130.06,125
24.62,130.36,125
24.68,130.71,125
24.74,131.1,125
24.8,131.5,125
24.86,131.88,125
24.92,132.22,125
24.98,132.51,125
25.04,132.75,125
25.11,132.97,125
25.17,133.2,125
25.23,133.44,125
25.29,133.75,125
25.35,134.1,125
25.41,134.49,125
25.47,134.88,125
25.53,135.26,125
25.59,135.61,125
25.65,135.89,125
25.72,136.14,125
25.78,136.36,125
25.84,136.59,125
25.9,136.85,125
25.97,137.14,125
26.03,137.48,125
26.09,137.88,125
26.15,138.27,125
26.21,138.65,125
26.27,138.99,125
26.33,139.28,125
26.39,139.52,125
26.45,139.76,125
26.52,139.98,125
26.58,140.25,125
26.64,140.54,125
26.7,140.89,125
26.76,141.26,125
26.82,141.66,125
26.88,142.03,125
26.94,142.37,125
27,142.67,125
27.07,142.92,125
27.13,143.16,125
27.19,143.39,125
27.25,143.64,125
27.31,143.95,125
27.37,144.28,125
27.43,144.66,125
27.49,145.06,125
27.55,145.43,125
27.62,145.76,125
27.68,146.06,125
27.74,146.32,125
27.8,146.55,125
27.86,146.79,125
27.93,147.05,125
27.99,147.35,125
28.05,147.69,125
28.11,148.06,125
28.17,148.45,125
28.23,148.81,125
28.29,149.16,125
28.35,149.46,125
28.41,149.72,125
28.47,149.95,125
28.54,150.19,125
28.6,150.45,125
28.66,150.76,125
28.72,151.1,125
28.78,151.46,125
28.84,151.84,125
28.9,152.21,125
28.96,152.55,125
29.02,152.85,125
29.09,153.11,125
29.15,153.35,125
29.21,153.6,125
29.27,153.86,125
29.33,154.16,125
29.39,154.49,125
29.45,154.85,125
29.51,155.24,125
29.57,155.61,125
29.64,155.95,125
29.7,156.24,125
29.76,156.51,125
29.82,156.76,125
29.88,157.01,125
29.94,157.26,125
30.01,157.57,125
30.07,157.91,125
30.13,158.26,125
30.19,158.64,125
30.25,159.01,125
30.31,159.35,125
30.37,159.65,125
30.43,159.92,125
30.49,160.16,125
30.56,160.41,125
30.62,160.67,125
30.68,160.97,125
30.74,161.3,125
30.8,161.67,125
30.86,162.04,125
30.92,162.4,125
30.98,162.75,125
31.04,163.05,125
31.1,163.31,125
31.17,163.57,125
31.23,163.82,125
31.29,164.09,125
31.35,164.39,125
31.41,164.72,125
31.47,165.08,125
31.53,165.45,125
31.59,165.81,125
31.65,166.15,125
31.72,166.45,125
31.78,166.73,125
31.84,166.98,125
31.9,167.23,125
31.96,167.51,125
32.02,167.8,125
32.09,168.14,125
32.15,168.49,125
32.21,168.85,125
32.27,169.22,125
32.33,169.55,125
32.39,169.87,125
32.45,170.14,125
32.51,170.39,125
32.57,170.65,125
32.64,170.92,125
32.7,171.23,125
32.76,171.55,125
32.82,171.9,125
32.88,172.27,125
32.94,172.63,125
33,172.97,125
33.06,173.27,125
33.12,173.55,125
33.18,173.81,125
33.25,174.06,125
33.31,174.34,125
33.37,174.64,125
33.43,174.97,125
33.49,175.31,125
33.55,175.69,125
33.61,176.04,125
33.67,176.38,125
33.73,176.68,125
33.8,176.95,125
33.86,177.23,125
33.92,177.48,125
33.98,177.75,125
34.04,178.06,125
34.1,178.38,125
34.16,178.73,125
34.22,179.09,125
34.28,179.45,125
34.35,179.79,125
34.41,180.09,125
34.47,180.38,125
34.53,180.63,125
34.59,180.9,125
34.65,181.17,125
34.71,181.47,125
34.78,181.8,125
34.84,182.15,125
34.9,182.5,125
34.96,182.86,125
35.02,183.19,125
35.08,183.5,125
35.14,183.79,125
35.2,184.05,125
35.26,184.32,125
35.33,184.59,125
35.39,184.88,125
35.45,185.22,125
35.51,185.56,125
35.57,185.91,125
35.63,186.27,125
35.69,186.6,125
35.75,186.92,125
35.81,187.2,125
35.88,187.47,125
35.94,187.74,125
36,188.01,125
36.06,188.31,125
36.12,188.64,125
36.18,188.98,125
36.24,189.32,125
36.3,189.68,125
36.36,190.02,125
36.42,190.33,125
36.49,190.61,125
36.55,190.88,125
36.61,191.15,125
36.67,191.42,125
36.73,191.73,125
36.79,192.06,125
36.85,192.39,125
36.91,192.75,125
36.98,193.1,125
37.04,193.43,125
37.1,193.74,125
37.16,194.03,125
37.22,194.3,125
37.28,194.57,125
37.34,194.84,125
37.41,195.15,125
37.47,195.46,125
37.53,195.81,125
37.59,196.16,125
37.65,196.51,125
37.71,196.83,125
37.77,197.16,125
37.83,197.44,125
37.89,197.71,125
37.95,197.99,125
38.02,198.27,125
38.08,198.57,125
38.14,198.89,125
38.2,199.23,125
38.26,199.58,125
38.32,199.92,125
38.38,200.25,125
38.44,200.57,125
38.5,200.87,125
38.57,201.14,125
38.63,201.42,125
38.69,201.69,125
38.75,201.99,125
38.81,202.31,125
38.87,202.65,125
38.93,203,125
38.99,203.34,125
39.05,203.67,125
39.11,203.99,125
39.18,204.27,125
39.24,204.56,125
39.3,204.83,125
39.36,205.11,125
39.42,205.4,125
39.48,205.72,125
39.54,206.07,125
39.6,206.41,125
39.66,206.76,125
39.73,207.09,125
39.79,207.41,125
39.85,207.7,125
39.91,207.98,125
39.97,208.24,125
40.03,208.53,125
40.09,208.83,125
40.16,209.14,125
40.22,209.48,125
40.28,209.82,125
40.34,210.18,125
40.4,210.51,125
40.46,210.82,125
40.52,211.11,125
40.58,211.39,125
40.64,211.67,125
40.71,211.96,125
40.77,212.26,125
40.83,212.57,125
40.89,212.91,125
40.95,213.25,125
41.01,213.6,125
41.07,213.92,125
41.13,214.23,125
41.19,214.53,125
41.25,214.82,125
41.32,215.09,125
41.38,215.37,125
41.44,215.68,125
41.5,215.99,125
41.56,216.32,125
41.62,216.66,125
41.68,217.01,125
41.74,217.34,125
41.8,217.65,125
41.86,217.95,125
41.93,218.24,125
41.99,218.52,125
42.05,218.79,125
42.11,219.1,125
42.17,219.4,125
42.23,219.74,125
42.29,220.08,125
42.35,220.43,125
42.41,220.75,125
42.48,221.06,125
42.54,221.37,125
42.6,221.65,125
42.66,221.94,125
42.72,222.22,125
42.78,222.53,125
42.84,222.83,125
42.9,223.16,125
42.97,223.5,125
43.03,223.85,125
43.09,224.16,125
