MooringLineLength,Static,Wind,Current,All
845,647.6559514,529.8876406,523.1975902,417.6874781
855,647.4950823,529.7237353,523.0332867,417.4873127
865,647.3342631,529.5598799,522.8690829,417.2869979
875,647.1735434,529.396124,522.7049288,417.0864591
885,647.0128735,529.2324179,522.5408743,416.8857462
895,646.8522534,529.0688113,522.3768695,416.6848839
905,646.691683,528.9052545,522.2129145,416.4838225
915,646.5312122,528.7417973,522.0490093,416.2825869
925,646.3707911,528.5783898,521.8852036,416.081202
935,646.2104199,528.4150321,521.7214975,415.8796678
945,646.0500984,528.2517739,521.5577914,415.6779842
955,645.8898266,528.0886153,521.3942346,415.4761763
965,645.7296545,527.9254567,521.2306778,415.2742438
975,645.569532,527.7624474,521.0672206,415.072187
985,645.4094594,527.5994879,520.9038131,414.8700057
995,645.2494366,527.4365782,520.7405051,414.6677249
1005,645.0895133,527.2737182,520.577247,414.4653445
1015,644.9296397,527.1110076,520.4140386,414.2628645
1025,644.769816,526.9482969,520.2509298,414.0602851
1035,644.610042,526.7856858,520.0878707,413.857606
1045,644.4503178,526.6231743,519.9249112,413.6548524
1055,644.2906931,526.4607125,519.7620015,413.4519991
1065,644.1311182,526.2983503,519.5991415,413.2490463
1075,643.9715931,526.1360378,519.4363811,413.0460189
1085,643.8121675,525.9737752,519.2737202,412.8429168
1095,643.6527419,525.811612,519.1110593,412.63974
1105,643.4934159,525.6495485,518.9485478,412.4364637
1115,643.3341397,525.4875346,518.7860363,412.2331376
1125,643.174963,525.3255706,518.6236243,412.0297369
1135,643.0157863,525.1637061,518.461262,411.8262864
1145,642.8567091,525.0018914,518.2989993,411.6227861
1155,642.6976817,524.8401762,518.1368362,411.419236
1165,642.5387539,524.6785606,517.9746731,411.215661
1175,642.3798261,524.516945,517.8126593,411.0120612
1185,642.2209978,524.3554787,517.6506455,410.8084614
1195,642.0622193,524.1940622,517.4887312,410.6048366
1205,641.9034905,524.0326954,517.3269165,410.4014359
1215,641.7448614,523.8714282,517.1651516,410.2001505
1225,641.5862819,523.7102108,517.0034364,410.0012792
1235,641.4277523,523.5490929,516.8418208,409.8050708
1245,641.2692724,523.3880248,516.6803047,409.6123714
1255,641.1108921,523.2270563,516.5188384,409.4233802
1265,640.9525118,523.0661375,516.3574219,409.2387441
1275,640.794231,522.9053182,516.1961049,409.0921105
1285,640.6360498,522.7445985,516.0348377,408.9499315
1295,640.4778686,522.5838789,515.87367,408.8079517
1305,640.3197869,522.4233085,515.7125522,408.666146
1315,640.161755,522.2627879,515.5515338,408.5244897
1325,640.0038226,522.1023171,515.390615,408.3830076
1335,639.8458903,521.9419458,515.2296963,408.2416251
1345,639.6880575,521.7816243,515.0689268,408.1003918
1355,639.5302744,521.6214023,514.9082071,407.959283
1365,639.3725412,521.4612799,514.7475372,407.8182738
1375,639.2149075,521.3012073,514.5869668,407.6773641
1385,639.0573235,521.1411845,514.4264462,407.5365539
1395,638.8997894,520.9812611,514.2660252,407.3958184
1405,638.7423547,520.8213876,514.1057037,407.2551825
1415,638.5849201,520.6616634,513.945432,407.1146212
1425,638.4275851,520.5019392,513.78521,406.9741345
1435,638.2702998,520.3423145,513.6251374,406.8337475
1445,638.113114,520.1827894,513.4650647,406.693435
1455,637.955978,520.0233141,513.3050917,406.5532222
1465,637.7988918,519.8639383,513.1452181,406.4131088
1475,637.6418554,519.7046122,512.9853944,406.2731199
1485,637.4848688,519.545336,512.8256702,406.1332057
1495,637.3279817,519.3862091,512.6660455,405.9934159
1505,637.1711443,519.2270821,512.5064208,405.8537506
1515,637.0144065,519.0681045,512.3469455,405.7142096
1525,636.8576688,518.9091767,512.1875199,405.5747683
1535,636.7010305,518.7502986,512.0281939,405.4354513
1545,636.5444918,518.5915201,511.8689176,405.296209
1555,636.3879531,518.4328412,511.7096912,405.1570912
1565,636.231514,518.274212,511.550614,405.0180729
1575,636.0751246,518.1156326,511.3915369,404.8791044
1585,635.918785,517.9571527,511.232609,404.7402105
1595,635.762545,517.7987724,511.073731,404.6013664
1605,635.6063547,517.6404418,510.9149027,404.462597
1615,635.4502142,517.4822108,510.7561739,404.3238275
1625,635.2941733,517.3240296,510.5975448,404.1851079
1635,635.1381323,517.1659479,510.4389653,404.0463882
1645,634.9821909,517.0079658,510.2804855,403.9076934
1655,634.8263491,516.8500334,510.1220554,403.7689987
1665,634.6705072,516.6921509,509.9637248,403.6303039
1675,634.5147649,516.5343678,509.8054441,403.4916091
1685,634.3590724,516.3766843,509.6473126,403.3529392
1695,634.2034794,516.2190506,509.4891812,403.2142694
1705,634.0479362,516.0615165,509.3311493,403.0755995
1715,633.8924427,515.9040321,509.1732169,402.9369047
1725,633.7369991,515.7466472,509.0153841,402.7982597
1735,633.581655,515.5893619,508.8575513,402.6595898
1745,633.4263606,515.4321264,508.6998678,402.5209199
1755,633.271116,515.2749407,508.5422341,402.3822501
1765,633.115971,515.1179042,508.3846999,402.2435553
1775,632.9608758,514.9608678,508.2272155,402.1048605
1785,632.8058303,514.8039807,508.0698307,401.9661657
1795,632.6508346,514.6471434,507.9125454,401.8274212
1805,632.4959385,514.4903558,507.7553099,401.6886518
1815,632.3410921,514.3336678,507.5981241,401.5498326
1825,632.1862955,514.1770794,507.4410877,401.4109885
1835,632.0315984,514.0205407,507.2840513,401.2720697
1845,631.8769511,513.8641015,507.1271642,401.1331012
1855,631.7223536,513.7077619,506.9703268,400.994058
1865,631.5678557,513.5514721,506.8135891,400.8549402
1875,631.4134075,513.3952321,506.656901,400.7157476
1885,631.2590091,513.2390916,506.5003126,400.5764556
1895,631.1047102,513.0830506,506.3437739,400.4370889
1905,630.9504113,512.9271092,506.1873348,400.2975977
1915,630.7962618,512.7712176,506.0309952,400.1580319
1925,630.6421122,512.6153757,505.8747053,400.0183665
1935,630.4880622,512.4596334,505.7185151,399.8786016
1945,630.334062,512.3039907,505.5624243,399.7387372
1955,630.1801116,512.1483977,505.4063834,399.5987732
1965,630.0262607,511.9929042,505.250442,399.4587096
1975,629.8724595,511.8375104,505.0945504,399.3185216
1985,629.718758,511.6821662,504.9387583,399.1782341
1995,629.5650564,511.5269217,504.7830657,399.037847
2005,629.4114544,511.3717269,504.627423,398.8973355
2015,629.2579519,511.2166316,504.4718798,398.7566996
2025,629.1044494,511.0616359,504.3163863,398.6159641
2035,628.9510464,510.90669,504.1610422,398.4750792
2045,628.7977431,510.7518436,504.0056981,398.33407
2055,628.6444397,510.597047,503.8505033,398.1929114
2065,628.4912358,510.44235,503.6953583,398.0516284
2075,628.3381315,510.2877525,503.540263,397.9101961
2085,628.1850272,510.1332047,503.3853171,397.7686144
2095,628.0320225,509.9787565,503.230421,397.6268586
2105,627.8790675,509.8244079,503.0755746,397.4849534
2115,627.7262121,509.670109,502.9208278,397.3428989
2125,627.5734064,509.5159097,502.7661805,397.2006702
2135,627.4206506,509.3617602,502.6116327,397.0582672
2145,627.2679942,509.2077102,502.4571348,396.915715
2155,627.1153877,509.0537597,502.3027364,396.7730134
2165,626.9628309,508.899859,502.1483877,396.6301377
2175,626.8103737,508.7460579,501.9941386,396.4870877
2185,626.6579662,508.5923563,501.8399891,396.3438884
2195,626.5056085,508.4387045,501.6858893,396.2005149
2205,626.3533504,508.2851523,501.5318891,396.0570169
2215,626.201142,508.1316498,501.3779884,395.9133199
2225,626.0489834,507.9782966,501.2241375,395.7694735
2235,625.8969244,507.8249435,501.0703862,395.6254778
2245,625.7449151,507.6717396,500.9167344,395.4812831
2255,625.5929556,507.5185855,500.7631323,395.3369389
2265,625.4410957,507.3654813,500.6096298,395.1924206
2275,625.2892855,507.2125263,500.4562269,395.0477281
2285,625.1375251,507.0596211,500.3028737,394.9028365
2295,624.9858642,506.9067657,500.1496201,394.7577707
2305,624.8342532,506.7540596,499.9964661,394.6125058
2315,624.6827416,506.6014032,499.8433618,394.4670418
2325,624.5312799,506.4487967,499.690357,394.3213787
2335,624.3798679,506.2963394,499.5374518,394.1755165
2345,624.2285057,506.1438822,499.3845964,394.0294303
2355,624.077243,505.9915743,499.2318405,393.8831699
2365,623.9260301,505.8393161,499.0791842,393.7366855
2375,623.7749168,505.6871576,498.9265776,393.5899771
2385,623.6238532,505.5350985,498.7741204,393.4430697
2395,623.4728394,505.3830892,498.6216632,393.2959631
2405,623.3219252,505.2311795,498.4693553,393.1486326
2415,623.1710607,505.0793196,498.3170971,393.001103
2425,623.020246,504.9276089,498.1649385,392.8533743
2435,622.8695309,504.7759481,498.0128297,392.7054216
2445,622.7188655,504.624337,497.8608204,392.5572698
2455,622.5682996,504.4728255,497.7089107,392.4089189
2465,622.4177836,504.3214135,497.5571005,392.260344
2475,622.2673173,504.1701011,497.4053401,392.11157
2485,622.1169506,504.0188384,497.2536793,391.962597
2495,621.9666336,503.8676753,497.102118,391.8134248
2505,621.8163664,503.7166117,496.9506064,391.6640287
2515,621.6661988,503.5655979,496.7991945,391.5144085
2525,621.5160809,503.4146837,496.647882,391.3645893
2535,621.3660128,503.263869,496.4966194,391.2145461
2545,621.2160443,503.1131041,496.3454562,391.0642789
2555,621.0661255,502.9624387,496.1943927,390.9137877
2565,620.9163063,502.8118729,496.0434287,390.7630975
2575,620.7665369,502.6614066,495.8925144,390.6121832
2585,620.6168172,502.5109901,495.7416997,390.461045
2595,620.4671971,502.3606731,495.5909846,390.3096828
2605,620.3176267,502.2104059,495.4403192,390.1581215
2615,620.1681061,502.0602383,495.2898031,390.0063362
2625,620.0186851,501.9101702,495.1392871,389.8543518
2635,619.8693636,501.7602016,494.9889203,389.7021683
2645,619.7200421,501.6102829,494.8386034,389.5497609
2655,619.5708202,501.4604637,494.688386,389.3971792
2665,619.4216978,501.310744,494.5382681,389.2443985
2675,619.2725754,501.1611239,494.3882498,389.0914186
2681.506024,618.2180671,500.1030318,493.3273704,388.0216546
2684.518072,616.2670824,498.1476172,491.3669287,386.0496653
2687.53012,614.3282425,496.2072841,489.4216679,384.0971127
2690.542169,612.4017465,494.282132,487.4917873,382.1642954
2693.554217,610.4875944,492.37236,485.5774859,380.2515121
2696.566265,608.5859853,490.4781672,483.678913,378.3591112
2699.578313,606.6970187,488.599703,481.7963175,376.4873664
2702.590361,604.8208441,486.7371663,479.929799,374.6366511
2705.60241,602.9574613,484.8908062,478.079656,372.8072887
2708.614458,601.1071193,483.0606723,476.2459882,370.9996277
2711.626506,599.2699175,481.2470633,474.4289946,369.2139916
2714.638554,597.4459058,479.4501286,472.6289242,367.4507289
2717.650602,595.6352833,477.6700672,470.8459261,365.7102128
2720.662651,593.8381494,475.9070285,469.0801996,363.9927669
2723.674699,592.0546039,474.1612612,467.3319436,362.2987893
2726.686747,590.2847959,472.4329148,465.6013574,360.6286285
2729.698795,588.528825,470.7221884,463.88864,358.9827325
2732.710843,586.7867908,469.0292809,462.1939905,357.3614496
2735.722892,585.0588924,467.3543916,460.517608,355.765178
2738.73494,583.3452293,465.6976698,458.8596916,354.1942165
2741.746988,581.645901,464.059414,457.2204403,352.6488636
2744.759036,579.961057,462.4396741,455.6000534,351.1294179
2747.771084,578.2907966,460.8387985,453.9987298,349.6361284
2750.783133,576.6353191,459.2568867,452.4167184,348.1694431
2753.795181,574.9946244,457.6941378,450.8541687,346.7297849
2756.807229,573.3689614,456.1508008,449.3112795,345.317552
2759.819277,571.7584297,454.6270248,447.7882502,343.9330184
2762.831325,570.163079,453.1230588,446.2853295,342.5764327
2765.843373,568.5831581,451.6390521,444.8027165,341.2481434
2768.855422,567.0186672,450.1752039,443.3405605,339.9485488
2771.86747,565.469855,448.7317131,441.8991602,338.678047
2774.879518,563.9367713,447.3088287,440.4786152,337.4368868
2777.891566,562.4196153,445.9067,439.0791742,336.2253172
2780.903614,560.9184366,444.5254762,437.7010365,335.0437611
2783.915663,559.4333847,443.1654562,436.344401,333.8925672
2786.927711,557.9646088,441.8267891,435.0095168,332.7719592
2789.939759,556.5122583,440.509674,433.6964832,331.682211
2792.951807,555.0763829,439.2143102,432.405599,330.6237457
2795.963855,553.6572315,437.9408468,431.1370134,329.5968121
2798.975904,552.2548042,436.6895328,429.8908759,328.6016093
2801.987952,550.8693497,435.4605174,428.6674849,327.6384608
2805,549.5008681,434.2539998,427.46699,326.7077151
2808.012048,548.1496082,433.0701791,426.2895901,325.8094966
2811.024096,546.8156198,431.9092543,425.1354844,324.9441289
2814.036145,545.4990523,430.7714246,424.0048221,324.1118856
2817.048193,544.200055,429.6567895,422.8978522,323.3129161
2820.060241,542.9187273,428.5655979,421.8146741,322.5474942
2823.072289,541.6551689,427.4980489,420.7555368,321.8158687
2826.084337,540.4095789,426.4542419,419.7206394,321.1181392
2829.096386,539.182007,425.434426,418.7101312,320.4546043
2832.108434,537.9726025,424.4387005,417.7241614,319.8253884
2835.120482,536.7815148,423.4673145,416.7629541,319.2306659
2838.13253,535.6088434,422.5204172,415.8266587,318.6706356
2841.144578,534.4547377,421.5981082,414.9154492,318.1454222
2844.156627,533.3192473,420.7006363,414.0294751,317.65515
2847.168675,532.2025715,419.8281509,413.1689105,317.1999932
2850.180723,531.10476,418.9807017,412.3339296,316.7800514
2853.192771,530.025962,418.1585874,411.524657,316.3954491
2856.204819,528.966327,417.3618577,410.7412667,316.0462857
2859.216867,527.9259047,416.5906869,409.9839081,315.7326359
2862.228916,526.9048444,415.8452243,409.2527306,315.4545993
2865.240964,525.9032954,415.1256192,408.5478336,315.2122505
2868.253012,524.9213076,414.4319711,407.8694164,315.0055896
2871.26506,523.9590302,413.7644294,407.2175534,314.8347161
2874.277108,523.016513,413.1231434,406.5923942,314.699605
2877.289157,522.0939551,412.5082127,405.9940879,314.6003311
2880.301205,521.1913565,411.9197367,405.4227092,314.5238536
2883.313253,520.3089163,411.3578649,404.8784075,314.4641499
2886.325301,519.446734,410.8226718,404.3612823,314.3606701
2889.337349,518.6048097,410.3143068,403.8714083,314.227102
2892.349398,517.7833425,409.8328197,403.4089348,314.0750679
2895.361446,516.9823821,409.3783597,402.9739364,313.9125563
2898.373494,516.2020778,408.9509519,402.566463,313.7450176
2901.385542,515.4424296,408.5507454,402.1866638,313.5757369
2904.39759,514.7035869,408.1777652,401.8345637,313.4051868
2907.409639,513.9856492,407.8321358,401.5102873,313.2326956
2910.421687,513.2887161,407.5138819,401.2138592,313.0564465
2913.433735,512.6128373,407.2231032,400.9453543,312.8739757
2916.445783,511.9580626,406.9598246,400.7048223,312.683989
2919.457831,511.3245413,406.7241455,400.4923129,312.4917375
2922.46988,510.712373,406.530376,400.3144462,312.3259409
2925.481928,510.1215079,406.42055,400.2049686,312.2883866
2928.493976,510.4244812,406.6223829,400.4055323,312.6994437
2930,511.8711575,407.3812596,401.1427573,313.3618587
