Mooring line length,Static,Wind,Current,All
835,649.8990587,851.2049248,832.3224767,1051.858256
845,649.7381897,851.0478386,832.1651914,1051.804998
855,649.5773704,850.890852,832.0080056,1051.752437
865,649.416601,850.7338653,831.8508696,1051.700473
875,649.255931,850.5769782,831.6937337,1051.649106
885,649.0953109,850.4200911,831.5366972,1051.598337
895,648.9347405,850.2633035,831.3797106,1051.548165
905,648.7742199,850.106516,831.2227737,1051.498491
915,648.6137491,849.949828,831.0658866,1051.449414
925,648.4533779,849.79314,830.9089995,1051.400835
935,648.2930564,849.6365515,830.7522119,1051.352853
945,648.1327846,849.479963,830.5954742,1051.305269
955,647.9725627,849.3234741,830.4387862,1051.258183
965,647.8124403,849.1669852,830.2821479,1051.211595
975,647.6523676,849.0104963,830.1255595,1051.165404
985,647.4923448,848.8541069,829.9690208,1051.119712
995,647.3323717,848.6978171,829.8125816,1051.074418
1005,647.1724484,848.5415273,829.6561425,1051.029522
1015,647.0126246,848.3852375,829.4997531,1050.985124
1025,646.8528506,848.2290472,829.3434135,1050.941024
1035,646.6931264,848.0729565,829.1871735,1050.897422
1045,646.5335018,847.9168658,829.0309334,1050.854119
1055,646.3738771,847.760775,828.8747432,1050.811214
1065,646.214352,847.6047839,828.7186524,1050.768707
1075,646.0548766,847.4487927,828.5625617,1050.726598
1085,645.8954511,847.2929011,828.4065208,1050.684689
1095,645.736125,847.137109,828.2505794,1050.643277
1105,645.5768488,846.9812173,828.094638,1050.602064
1115,645.4175726,846.8255248,827.9387961,1050.56115
1125,645.2584456,846.6698323,827.783004,1050.520535
1135,645.0993187,846.5141397,827.6272119,1050.480218
1145,644.9402913,846.3585468,827.4715194,1050.4401
1155,644.7813137,846.2029538,827.3158269,1050.400182
1165,644.6223859,846.0474603,827.1602339,1050.360462
1175,644.4635078,845.8919669,827.0046907,1050.320842
1185,644.3047293,845.736573,826.8491972,1050.281421
1195,644.1460006,845.5811791,826.6937038,1050.242199
1205,643.9873216,845.4257852,826.5383099,1050.202978
1215,643.8286924,845.2705904,826.3829658,1050.163955
1225,643.6701628,845.1152961,826.2276715,1050.124932
1235,643.5116829,844.9601013,826.0724269,1050.086009
1245,643.3532528,844.8050061,825.9172321,1050.047186
1255,643.1948725,844.6499108,825.7620373,1050.008362
1265,643.0365917,844.4949151,825.6069421,1049.969638
1275,642.8783607,844.3399194,825.4518966,1049.930914
1285,642.7201795,844.1849237,825.2969009,1049.89219
1295,642.5620481,844.0300276,825.141955,1049.853466
1305,642.4040162,843.875231,824.9870588,1049.814841
1315,642.246034,843.7204343,824.8322124,1049.776117
1325,642.0881017,843.5656377,824.6774158,1049.737393
1335,641.9302191,843.4109407,824.522669,1049.69857
1345,641.7724361,843.2563432,824.3679719,1049.659647
1355,641.614653,843.1017457,824.2133744,1049.623113
1365,641.4570193,842.9471482,824.0587769,1049.5819
1375,641.2993856,842.7926502,823.9042292,1049.548352
1385,641.1418514,842.6382518,823.7497312,1049.521176
1395,640.984367,842.4838534,823.595283,1049.499176
1405,640.8269324,842.329455,823.4408846,1049.481058
1415,640.6695476,842.1751561,823.286536,1049.465927
1425,640.5122623,842.0209568,823.1322371,1049.453284
1435,640.3550268,841.8667575,822.9780378,1049.442533
1445,640.197841,841.7125581,822.8238385,1049.433375
1455,640.040705,841.5584584,822.6696889,1049.425311
1465,639.8836686,841.4043586,822.5155892,1049.418044
1475,639.726682,841.2503584,822.3615392,1049.411275
1485,639.5697451,841.0963581,822.2075389,1049.405004
1495,639.4129077,840.9424575,822.0536383,1049.398931
1505,639.2561202,840.7886563,821.8997376,1049.392958
1515,639.0993824,840.6348552,821.7458867,1049.387085
1525,638.9426944,840.4810541,821.5920856,1049.381212
1535,638.7861059,840.3273525,821.438384,1049.375338
1545,638.6295672,840.1736509,821.2846824,1049.369167
1555,638.4730783,840.0200489,821.1310306,1049.362895
1565,638.316689,839.8664469,820.9774783,1049.356424
1575,638.1602996,839.7129444,820.8239261,1049.349755
1585,638.0040098,839.5594419,820.6704236,1049.342687
1595,637.8478195,839.406039,820.5170207,1049.33532
1605,637.6916292,839.2527356,820.3636177,1049.327556
1615,637.5355385,839.0993326,820.2102646,1049.319393
1625,637.3794976,838.9461288,820.0570109,1049.310732
1635,637.2235562,838.7929249,819.9037573,1049.301773
1645,637.0676148,838.6397211,819.7506033,1049.292216
1655,636.9117729,838.4866168,819.5974492,1049.282162
1665,636.7559808,838.3335125,819.4443449,1049.27161
1675,636.6002883,838.1805078,819.2913402,1049.26046
1685,636.4446455,838.027503,819.1383354,1049.248714
1695,636.2890525,837.8745978,818.9854302,1049.23637
1705,636.1335093,837.7216926,818.8325748,1049.223429
1715,635.9780657,837.568887,818.6797194,1049.209791
1725,635.8226718,837.4160813,818.5269635,1049.195555
1735,635.6673277,837.2633752,818.3742076,1049.180623
1745,635.5120831,837.1106691,818.2215513,1049.164895
1755,635.3568883,836.9580626,818.0689447,1049.148469
1765,635.2017433,836.8055556,817.9163382,1049.131347
1775,635.0466978,836.652949,817.7638312,1049.113429
1785,634.8916523,836.5005415,817.6113739,1049.094614
1795,634.7367064,836.3480345,817.4589665,1049.075103
1805,634.58186,836.1957266,817.306559,1049.054795
1815,634.4270137,836.0434187,817.1542511,1049.033591
1825,634.2722668,835.8911108,817.0019929,1049.011492
1835,634.1176195,835.7389024,816.8497846,1048.988596
1845,633.9629723,835.5866941,816.697626,1048.964704
1855,633.8084245,835.4345852,816.5455172,1048.940017
1865,633.6539266,835.2824764,816.3934581,1048.914333
1875,633.4995281,835.1304672,816.2414489,1048.887754
1885,633.3451297,834.9785077,816.0894894,1048.860179
1895,633.1908806,834.8265482,815.9375796,1048.831709
1905,633.0366315,834.6746882,815.7857197,1048.802243
1915,632.882482,834.522878,815.6339095,1048.771781
1925,632.7283822,834.3710679,815.4821491,1048.740224
1935,632.5743322,834.2193572,815.3304385,1048.707672
1945,632.4203818,834.0676964,815.1788274,1048.674025
1955,632.2664811,833.9160853,815.0272163,1048.639283
1965,632.1126302,833.7644742,814.875655,1048.603446
1975,631.9588291,833.6129627,814.7241933,1048.566414
1985,631.8051275,833.4615009,814.5727315,1048.528287
1995,631.6515255,833.310089,814.4213195,1048.489066
2005,631.4979234,833.158677,814.2700071,1048.44855
2015,631.344421,833.0073645,814.1186947,1048.406839
2025,631.1909682,832.8561019,813.9674818,1048.363835
2035,631.0376151,832.704889,813.8163186,1048.319735
2045,630.8842619,832.5537259,813.6651555,1048.274242
2055,630.7310083,832.4026125,813.514092,1048.227554
2065,630.5778542,832.251549,813.3630284,1048.179572
2075,630.4247499,832.1005352,813.2120644,1048.130395
2085,630.2716954,831.9495711,813.0611501,1048.079825
2095,630.1186907,831.7986569,812.9102857,1048.027961
2105,629.9657855,831.6477924,812.759471,1047.974803
2115,629.81293,831.4969777,812.608706,1047.92035
2125,629.6601742,831.3462128,812.4579909,1047.864504
2135,629.5074183,831.1954977,812.3073255,1047.807363
2145,629.354762,831.0448323,812.1567099,1047.748929
2155,629.2022052,830.8942167,812.0061441,1047.689001
2165,629.0496484,830.7436509,811.855628,1047.627779
2175,628.8972409,830.5931348,811.7051617,1047.565064
2185,628.7448335,830.4426685,811.5547452,1047.501055
2195,628.5925256,830.292252,811.4044283,1047.435453
2205,628.4402674,830.141935,811.2541113,1047.368557
2215,628.2880591,829.9916181,811.1038939,1047.300068
2225,628.1359502,829.8413509,810.9536765,1047.230086
2235,627.9838912,829.6911833,810.8035586,1047.158611
2245,627.8318819,829.5410156,810.6534408,1047.085643
2255,627.6799722,829.3908978,810.5034224,1047.011181
2265,627.5281123,829.2408794,810.3534041,1046.935127
2275,627.3763519,829.0908611,810.2034854,1046.85748
2285,627.2246412,828.9408926,810.0536164,1046.77824
2295,627.0729804,828.7910236,809.9037971,1046.697407
2305,626.9213693,828.6411546,809.7540277,1046.615081
2315,626.7698578,828.4913851,809.604308,1046.531063
2325,626.618396,828.3416655,809.4546381,1046.445352
2335,626.4670338,828.1919458,809.305018,1046.358149
2345,626.3157214,828.0423257,809.1554476,1046.269253
2355,626.1644587,827.8927553,809.0059271,1046.178764
2365,626.0132956,827.743185,808.8564563,1046.086583
2375,625.8621822,827.5937142,808.7070352,1045.992709
2385,625.7111187,827.4442931,808.5577137,1045.897143
2395,625.5601547,827.2949219,808.4083923,1045.799885
2405,625.4092404,827.1456004,808.2591703,1045.701035
2415,625.2583759,826.9962789,808.1099484,1045.600392
2425,625.107611,826.847057,807.960826,1045.497957
2435,624.9568959,826.6978848,807.8117534,1045.39393
2445,624.8062305,826.5487624,807.6626808,1045.288011
2455,624.6556647,826.3996898,807.5137077,1045.1805
2465,624.5051486,826.250667,807.3647844,1045.071097
2475,624.3547321,826.1017437,807.2159109,1044.960002
2485,624.2043654,825.9528204,807.0670872,1044.847214
2495,624.0540484,825.8039469,806.9183132,1044.732635
2505,623.903831,825.6551231,806.769589,1044.616363
2515,623.7536634,825.5063989,806.6209146,1044.498399
2525,623.6035455,825.3576747,806.4723397,1044.378643
2535,623.4535272,825.2090003,806.3237648,1044.257195
2545,623.3035586,825.0604254,806.1752397,1044.134055
2555,623.1536399,824.9118506,806.0268142,1044.009222
2565,623.0038206,824.7633752,805.8783886,1043.882597
2575,622.8540512,824.6148999,805.7300626,1043.75438
2585,622.7043813,824.4665241,805.5817864,1043.624271
2595,622.5547612,824.3181981,805.4335599,1043.49257
2605,622.4051908,824.1698721,805.2853334,1043.359076
2615,622.25572,824.0216456,805.1372065,1043.223891
2625,622.106299,823.873469,804.9891294,1043.086913
2635,621.9569775,823.725342,804.841102,1042.948144
2645,621.8077058,823.5772649,804.6931742,1042.807582
2655,621.6584838,823.4292375,804.5452464,1042.665229
2665,621.5093615,823.28126,804.3973684,1042.521184
2675,621.3602888,823.1333321,804.2495899,1042.375247
2681.506024,620.3057805,822.0865388,803.2035929,1041.334974
2684.518072,618.3548954,820.1476491,801.266495,1039.407831
2687.53012,616.416155,818.2179676,799.3388045,1037.488253
2690.542169,614.489659,816.2975937,797.4205709,1035.576242
2693.554217,612.5755069,814.3864778,795.5119437,1033.671994
2696.566265,610.673848,812.484819,793.6129229,1031.775512
2699.578313,608.7847322,810.5925674,791.7236079,1029.886695
2702.590361,606.9083584,808.7098723,789.8440486,1028.005841
2705.60241,605.0448263,806.8367339,787.9743446,1026.132852
2708.614458,603.1942354,804.9733013,786.1144957,1024.267827
2711.626506,601.356735,803.1195747,784.2647012,1022.410765
2714.638554,599.5324247,801.2756037,782.4249112,1020.561767
2717.650602,597.7214039,799.4415377,780.5952253,1018.720833
2720.662651,595.9237724,797.6173766,778.775743,1016.888061
2723.674699,594.1397291,795.8032202,776.9665142,1015.063452
2726.686747,592.3693736,793.9991678,775.1676383,1013.247105
2729.698795,590.6128054,792.2052195,773.3791651,1011.439021
2732.710843,588.8701739,790.4214748,771.6011444,1009.639199
2735.722892,587.1415787,788.6479836,769.8336758,1007.847839
2738.73494,585.4271689,786.8848453,768.0768588,1006.064841
2741.746988,583.7269945,785.1321097,766.3307431,1004.290305
2744.759036,582.0413043,783.3898764,764.5953786,1002.52423
2747.771084,580.370148,781.6581952,762.8708648,1000.766716
2750.783133,578.7136253,779.9371157,761.1572514,999.0177633
2753.795181,577.0719351,778.2267377,759.4546381,997.2774712
2756.807229,575.4451771,776.5271606,757.7630746,995.5458397
2759.819277,573.8334508,774.8383844,756.0826604,993.8228689
2762.831325,572.2369055,773.1605086,754.4134951,992.1086583
2765.843373,570.6556408,771.4936329,752.7555787,990.4032078
2768.855422,569.0898557,769.8377572,751.1090107,988.7066171
2771.86747,567.5396001,768.1930309,749.4739404,987.0188862
2774.879518,566.0050232,766.5595036,747.8503182,985.340015
2777.891566,564.4863241,764.9372252,746.238343,983.6701031
2780.903614,562.983503,763.3262953,744.6379651,982.0090509
2783.915663,561.4968085,761.7267636,743.0493836,980.3571571
2786.927711,560.0262905,760.1386798,741.4725985,978.7142226
2789.939759,558.5720984,758.5621934,739.9077094,977.0803469
2792.951807,557.1343316,756.9973042,738.3547659,975.4556296
2795.963855,555.7131893,755.444112,736.8138678,973.8399712
2798.975904,554.3087709,753.9027161,735.2850647,972.2335707
2801.987952,552.9211762,752.3731166,733.7685059,970.6363285
2805,551.5505543,750.8554628,732.2641915,969.0484439
2808.012048,550.1970048,749.3497547,730.772221,967.4697176
2811.024096,548.8606771,747.8561417,729.2926442,965.9003488
2814.036145,547.5417204,746.3746237,727.8255607,964.3403375
2817.048193,546.2402344,744.9053003,726.3710699,962.7896837
2820.060241,544.9563185,743.4482711,724.9292714,961.2484869
2823.072289,543.6901719,742.0035857,723.5001155,959.7167471
2826.084337,542.4418443,740.5713438,722.0838012,958.1944644
2829.096386,541.211485,739.1515454,720.6803784,956.6816386
2832.108434,539.9991937,737.7443397,719.2898469,955.178469
2835.120482,538.8051195,736.3497766,717.9123563,953.684856
2838.13253,537.629412,734.9679058,716.5480059,952.2007996
2841.144578,536.4721705,733.5987772,715.1967958,950.7263992
2844.156627,535.3334448,732.2425399,713.8588255,949.2617546
2847.168675,534.2134839,730.8992438,712.5341946,947.8067661
2850.180723,533.1122878,729.568889,711.2229529,946.3615332
2853.192771,532.0300057,728.2516246,709.9251999,944.926056
2856.204819,530.9668367,726.9475006,708.6409854,943.500434
2859.216867,529.9227809,725.6565666,707.3704089,942.0846673
2862.228916,528.8979875,724.3789222,706.1134704,940.6787557
2865.240964,527.892606,723.1146172,704.870369,939.282799
2868.253012,526.906686,721.8637013,703.641055,937.896797
2871.26506,525.9404267,720.626324,702.4256777,936.5207497
2874.277108,524.993828,719.4024851,701.2242868,935.1547568
2877.289157,524.0670891,718.1922345,700.0369322,933.7987186
2880.301205,523.1602598,716.9957214,698.8637133,932.4529339
2883.313253,522.2734893,715.812946,697.7046799,931.1172034
2886.325301,521.4068274,714.6440076,696.5599317,929.7916268
2889.337349,520.5603737,713.489006,695.4295183,928.4763037
2892.349398,519.7342774,712.347941,694.3135393,927.1712339
2895.361446,518.9285885,711.2209122,693.2120445,925.8764176
2898.373494,518.1434561,710.1079694,692.1250836,924.5918546
2901.385542,517.3789301,709.0092121,691.0527065,923.3177442
2904.39759,516.6351101,707.9246404,689.9950624,922.0540862
2907.409639,515.9120954,706.8544534,688.9521514,920.8007813
2910.421687,515.2099361,705.7985514,687.924073,919.5580283
2913.433735,514.5287812,704.7571336,686.910877,918.3257279
2916.445783,513.8686807,703.7302,685.9126131,917.1040791
2919.457831,513.2296843,702.7178003,684.9293809,915.8930818
2922.46988,512.6119413,701.7200342,683.9612302,914.6926367
2925.481928,512.0155016,700.7369015,683.0082605,913.5029426
2928.493976,512.3133979,699.7686015,682.0704718,912.3239997
2930,513.7719702,702.1037406,684.3308008,915.175841
